"Kod";"Nazwa";"ogółem;wodociąg;2018;[%]";"ogółem;kanalizacja;2018;[%]";"ogółem;gaz;2018;[%]";
1817011;"Sanok (1)";95,1;99,9;96,9;
1817022;"Besko (2)";87,3;91,7;90,4;
1817032;"Bukowsko (2)";76,3;6,3;69,7;
1817042;"Komańcza (2)";44,5;48,3;0,0;
1817052;"Sanok (2)";33,4;60,1;81,4;
1817062;"Tyrawa Wołoska (2)";1,0;11,7;44,6;
1817073;"Zagórz (3)";56,7;63,4;63,0;
1817082;"Zarszyn (2)";44,9;77,5;81,3;
1818011;"Stalowa Wola (1)";96,4;88,6;94,8;
1818022;"Bojanów (2)";99,9;33,7;42,5;
1818032;"Pysznica (2)";95,7;43,7;59,1;
1818042;"Radomyśl nad Sanem (2)";81,8;11,3;43,4;
1818053;"Zaklików (3)";95,1;60,7;30,6;
1818062;"Zaleszany (2)";93,1;45,2;67,3;
1819012;"Czudec (2)";54,9;46,3;62,1;
1819022;"Frysztak (2)";47,8;38,3;76,9;
1819032;"Niebylec (2)";56,9;18,1;59,5;
1819043;"Strzyżów (3)";71,4;34,1;80,5;
1819052;"Wiśniowa (2)";75,8;17,5;78,0;
1820013;"Baranów Sandomierski (3)";87,4;35,7;62,6;
1820022;"Gorzyce (2)";99,4;73,5;84,7;
1820032;"Grębów (2)";99,9;59,3;47,2;
1820043;"Nowa Dęba (3)";100,0;87,2;82,9;
1821012;"Baligród (2)";50,0;31,1;5,2;
1821022;"Cisna (2)";41,0;54,8;0,0;
1821033;"Lesko (3)";70,5;71,7;44,0;
1821042;"Olszanica (2)";23,2;9,6;1,4;
1821052;"Solina (2)";88,4;55,6;11,1;
1861011;"Krosno (1)";94,5;90,5;96,9;
1862011;"Przemyśl (1)";95,3;92,6;72,1;
1863011;"Rzeszów (1)";98,1;95,7;90,6;
1864011;"Tarnobrzeg (1)";98,4;87,9;93,6;
2001011;"Augustów (1)";92,7;90,6;0,2;
2001022;"Augustów (2)";76,8;20,1;0,1;
2001032;"Bargłów Kościelny (2)";88,5;11,2;0,0;
2001043;"Lipsk (3)";73,4;36,8;0,0;
2001052;"Nowinka (2)";77,8;56,2;0,0;
2001062;"Płaska (2)";90,0;0,0;0,1;
2001072;"Sztabin (2)";64,3;21,0;0,0;
2002013;"Choroszcz (3)";83,2;45,6;7,1;
2002023;"Czarna Białostocka (3)";96,2;72,3;0,1;
2002032;"Dobrzyniewo Duże (2)";98,2;48,9;21,8;
2002042;"Gródek (2)";71,4;46,5;0,0;
2002052;"Juchnowiec Kościelny (2)";92,6;65,1;56,4;
2002063;"Łapy (3)";99,0;83,0;5,7;
2002073;"Michałowo (3)";94,0;53,1;0,0;
2002082;"Poświętne (2)";94,6;51,9;25,2;
2002093;"Supraśl (3)";87,1;84,3;45,1;
2002103;"Suraż (3)";96,6;37,0;0,0;
2002112;"Turośń Kościelna (2)";91,0;31,8;24,3;
2002123;"Tykocin (3)";83,6;21,9;0,0;
2002133;"Wasilków (3)";95,3;86,2;45,3;
2002143;"Zabłudów (3)";58,9;24,0;4,4;
2002152;"Zawady (2)";52,0;0,0;0,0;
2003011;"Bielsk Podlaski (1)";96,3;81,3;0,1;
2003021;"Brańsk (1)";99,5;91,8;0,0;
2003032;"Bielsk Podlaski (2)";84,8;15,4;0,0;
2003042;"Boćki (2)";76,7;21,7;0,0;
2003052;"Brańsk (2)";88,6;2,1;0,0;
2003062;"Orla (2)";95,6;22,8;0,0;
2003072;"Rudka (2)";80,1;73,4;0,0;
2003082;"Wyszki (2)";81,4;7,0;2,2;
2004011;"Grajewo (1)";97,5;85,0;0,1;
2004022;"Grajewo (2)";79,6;1,9;0,0;
2004032;"Radziłów (2)";82,3;27,8;0,0;
2004043;"Rajgród (3)";60,9;28,5;0,0;
2004053;"Szczuczyn (3)";89,0;25,6;0,0;
2004062;"Wąsosz (2)";87,8;44,2;0,0;
2005011;"Hajnówka (1)";96,8;87,3;0,0;
2005022;"Białowieża (2)";87,5;68,5;1,0;
2005032;"Czeremcha (2)";93,7;59,3;0,0;
2005042;"Czyże (2)";87,7;17,2;0,0;
2005052;"Dubicze Cerkiewne (2)";94,7;23,4;0,0;
2005062;"Hajnówka (2)";83,7;34,9;0,0;
2005073;"Kleszczele (3)";97,3;35,4;0,0;
2005082;"Narew (2)";72,6;24,4;0,0;
2005092;"Narewka (2)";94,9;49,7;1,0;
2006011;"Kolno (1)";99,9;87,6;0,0;
2006022;"Grabowo (2)";85,5;19,2;0,0;
2006032;"Kolno (2)";75,9;0,0;0,0;
2006042;"Mały Płock (2)";79,6;8,4;0,0;
2006053;"Stawiski (3)";81,8;30,8;0,0;
2006062;"Turośl (2)";45,8;13,6;0,0;
2007013;"Jedwabne (3)";48,7;21,6;0,0;
2007022;"Łomża (2)";97,3;24,7;3,1;
2007032;"Miastkowo (2)";82,1;0,0;0,0;
2007043;"Nowogród (3)";89,4;44,8;0,0;
2007052;"Piątnica (2)";89,9;24,9;4,8;
2007062;"Przytuły (2)";83,9;0,0;0,0;
2007072;"Śniadowo (2)";88,9;19,7;0,0;
2007082;"Wizna (2)";68,2;26,0;0,0;
2007092;"Zbójna (2)";62,4;0,0;0,0;
2008013;"Goniądz (3)";75,5;27,7;0,0;
2008022;"Jasionówka (2)";71,5;21,8;0,0;
2008032;"Jaświły (2)";78,2;30,1;0,0;
2008043;"Knyszyn (3)";91,3;61,3;0,0;
2008052;"Krypno (2)";85,8;49,0;0,1;
2008063;"Mońki (3)";84,1;60,8;0,0;
2008072;"Trzcianne (2)";70,6;29,2;0,0;
2009011;"Sejny (1)";98,7;75,1;0,0;
2009022;"Giby (2)";70,0;0,0;0,0;
2009032;"Krasnopol (2)";41,4;0,0;0,0;
2009042;"Puńsk (2)";94,6;31,5;0,0;
2009052;"Sejny (2)";68,3;0,0;0,0;
2010011;"Siemiatycze (1)";94,2;83,0;42,2;
2010023;"Drohiczyn (3)";83,1;21,6;0,1;
2010032;"Dziadkowice (2)";97,1;21,4;0,0;
2010042;"Grodzisk (2)";89,3;14,9;0,0;
2010052;"Mielnik (2)";93,4;25,2;12,6;
2010062;"Milejczyce (2)";85,2;0,0;0,0;
2010072;"Nurzec-Stacja (2)";74,1;16,0;0,0;
2010082;"Perlejewo (2)";78,2;0,0;0,0;
2010092;"Siemiatycze (2)";80,2;7,1;2,6;
2011013;"Dąbrowa Białostocka (3)";84,9;43,9;0,0;
2011022;"Janów (2)";71,2;18,5;0,1;
2011032;"Korycin (2)";75,4;15,1;0,0;
2011043;"Krynki (3)";86,1;53,5;0,0;
2011052;"Kuźnica (2)";63,2;34,6;0,0;
2011062;"Nowy Dwór (2)";78,3;23,5;0,0;
2011072;"Sidra (2)";65,9;14,0;0,0;
2011083;"Sokółka (3)";84,3;60,6;0,0;
2011093;"Suchowola (3)";87,6;28,3;0,0;
2011102;"Szudziałowo (2)";59,0;21,7;0,0;
2012012;"Bakałarzewo (2)";79,9;51,4;0,0;
2012022;"Filipów (2)";77,4;49,8;0,0;
2012032;"Jeleniewo (2)";94,3;22,0;0,0;
2012042;"Przerośl (2)";70,0;26,4;0,0;
2012052;"Raczki (2)";81,5;39,7;0,0;
2012062;"Rutka-Tartak (2)";94,1;28,3;0,0;
2012072;"Suwałki (2)";86,4;37,0;0,0;
2012082;"Szypliszki (2)";84,3;23,2;0,0;
2012092;"Wiżajny (2)";87,8;26,3;0,0;
2013011;"Wysokie Mazowieckie (1)";97,8;95,8;27,2;
2013023;"Ciechanowiec (3)";89,1;34,7;0,0;
2013033;"Czyżew (3)";94,3;35,6;2,5;
2013042;"Klukowo (2)";97,0;5,7;0,0;
2013052;"Kobylin-Borzymy (2)";92,4;0,0;0,0;
2013062;"Kulesze Kościelne (2)";94,9;0,0;0,0;
2013072;"Nowe Piekuty (2)";89,9;0,0;0,0;
2013082;"Sokoły (2)";93,1;25,4;0,5;
2013093;"Szepietowo (3)";92,1;30,2;0,0;
2013102;"Wysokie Mazowieckie (2)";97,0;0,0;2,4;
2014011;"Zambrów (1)";98,3;93,4;6,2;
2014022;"Kołaki Kościelne (2)";97,5;0,0;0,0;
2014032;"Rutki (2)";81,7;29,2;0,0;
2014042;"Szumowo (2)";95,8;0,0;0,0;
2014052;"Zambrów (2)";94,9;14,4;0,7;
2061011;"Białystok (1)";97,5;96,3;90,1;
2062011;"Łomża (1)";97,3;94,2;21,8;
2063011;"Suwałki (1)";96,3;94,7;21,1;
2201012;"Borzytuchom (2)";95,1;73,4;0,0;
2201023;"Bytów (3)";94,5;88,7;60,6;
2201032;"Czarna Dąbrówka (2)";94,1;64,6;0,1;
2201042;"Kołczygłowy (2)";93,5;63,4;0,0;
2201052;"Lipnica (2)";87,1;61,5;0,0;
2201063;"Miastko (3)";92,5;77,1;2,7;
2201072;"Parchowo (2)";100,0;56,9;0,0;
2201082;"Studzienice (2)";79,3;66,9;0,0;
2201092;"Trzebielino (2)";94,4;80,7;0,0;
2201102;"Tuchomie (2)";94,7;65,7;0,0;
2202011;"Chojnice (1)";100,0;99,4;69,0;
2202023;"Brusy (3)";90,5;75,9;0,0;
2202032;"Chojnice (2)";89,0;65,3;8,4;
2202043;"Czersk (3)";92,2;67,4;21,8;
2202052;"Konarzyny (2)";94,8;80,1;0,0;
2203011;"Człuchów (1)";98,7;96,1;4,8;
2203023;"Czarne (3)";92,3;85,2;1,3;
2203032;"Człuchów (2)";99,9;62,3;3,0;
2203043;"Debrzno (3)";99,9;76,2;0,0;
2203052;"Koczała (2)";73,4;66,2;0,0;
2203062;"Przechlewo (2)";90,0;75,5;0,3;
2203072;"Rzeczenica (2)";94,8;88,2;0,0;
2204011;"Pruszcz Gdański (1)";99,9;99,3;78,4;
2204022;"Cedry Wielkie (2)";98,3;55,4;2,3;
2204032;"Kolbudy (2)";98,6;88,7;52,9;
2204042;"Pruszcz Gdański (2)";99,5;89,6;64,0;
2204052;"Przywidz (2)";95,3;56,0;0,5;
2204062;"Pszczółki (2)";96,7;81,1;38,9;
2204072;"Suchy Dąb (2)";98,7;54,5;1,0;
2204082;"Trąbki Wielkie (2)";87,3;53,2;3,7;
2205012;"Chmielno (2)";99,9;61,8;0,7;
2205023;"Kartuzy (3)";99,7;66,9;12,6;
2205032;"Przodkowo (2)";91,1;61,0;3,0;
2205042;"Sierakowice (2)";89,8;52,7;0,6;
2205052;"Somonino (2)";99,9;76,0;0,3;
2205062;"Stężyca (2)";92,2;46,3;0,2;
2205072;"Sulęczyno (2)";92,9;57,2;0,0;
2205083;"Żukowo (3)";99,2;50,2;60,1;
2206011;"Kościerzyna (1)";99,4;95,3;1,9;
2206022;"Dziemiany (2)";77,3;70,6;0,0;
2206032;"Karsin (2)";78,4;72,8;0,5;
2206042;"Kościerzyna (2)";69,3;53,6;2,2;
2206052;"Liniewo (2)";92,8;50,7;0,0;
2206062;"Lipusz (2)";79,9;77,2;0,0;
2206072;"Nowa Karczma (2)";93,2;54,6;0,4;
2206082;"Stara Kiszewa (2)";69,4;64,9;0,0;
2207011;"Kwidzyn (1)";99,0;94,5;86,0;
2207022;"Gardeja (2)";99,1;56,9;0,0;
2207032;"Kwidzyn (2)";99,8;83,3;25,9;
2207043;"Prabuty (3)";95,7;61,0;49,1;
2207052;"Ryjewo (2)";80,1;38,7;0,2;
2207062;"Sadlinki (2)";81,1;27,5;0,0;
2208011;"Lębork (1)";98,2;94,0;91,5;
2208021;"Łeba (1)";97,6;99,9;6,7;
2208032;"Cewice (2)";88,7;77,3;0,6;
2208042;"Nowa Wieś Lęborska (2)";87,1;40,0;11,6;
2208052;"Wicko (2)";93,0;33,7;1,0;
2209011;"Malbork (1)";99,4;90,6;84,0;
2209032;"Lichnowy (2)";99,9;62,3;0,0;
2209042;"Malbork (2)";95,8;23,1;11,7;
2209062;"Miłoradz (2)";98,0;71,1;0,0;
2209073;"Nowy Staw (3)";100,0;70,5;51,6;
2209082;"Stare Pole (2)";99,8;66,5;36,9;
2210011;"Krynica Morska (1)";99,9;99,9;0,0;
2210023;"Nowy Dwór Gdański (3)";100,0;66,1;31,2;
2210032;"Ostaszewo (2)";100,0;7,2;0,1;
2210042;"Stegna (2)";96,1;86,4;0,0;
2210052;"Sztutowo (2)";96,5;96,0;0,4;
2211011;"Hel (1)";98,4;95,4;0,0;
2211023;"Jastarnia (3)";99,9;98,2;20,9;
2211031;"Puck (1)";98,4;96,9;18,9;
2211043;"Władysławowo (3)";99,1;97,2;27,8;
2211052;"Kosakowo (2)";100,0;95,7;48,8;
2211062;"Krokowa (2)";94,5;88,6;36,7;
2211072;"Puck (2)";97,4;67,3;7,3;
2212011;"Ustka (1)";99,9;97,9;72,7;
2212022;"Damnica (2)";100,0;81,6;0,0;
2212032;"Dębnica Kaszubska (2)";98,8;87,1;0,0;
2212042;"Główczyce (2)";88,0;60,7;0,0;
2212053;"Kępice (3)";88,6;68,8;0,0;
2212062;"Kobylnica (2)";95,6;92,4;19,2;
2212072;"Potęgowo (2)";90,4;67,3;0,0;
2212082;"Słupsk (2)";95,6;87,4;9,7;
2212092;"Smołdzino (2)";97,5;31,8;0,0;
2212102;"Ustka (2)";98,9;74,8;6,5;
2213013;"Czarna Woda (3)";94,7;52,5;0,0;
2213021;"Skórcz (1)";98,3;99,1;0,0;
2213031;"Starogard Gdański (1)";95,7;88,3;77,6;
2213042;"Bobowo (2)";86,7;36,8;0,5;
2213052;"Kaliska (2)";93,9;60,9;0,0;
2213062;"Lubichowo (2)";92,9;32,2;0,0;
2213072;"Osieczna (2)";88,6;0,0;0,0;
2213082;"Osiek (2)";32,0;26,9;0,0;
2213093;"Skarszewy (3)";93,5;54,7;0,0;
2213102;"Skórcz (2)";88,9;36,1;0,0;
2213112;"Smętowo Graniczne (2)";97,3;49,3;0,0;
2213122;"Starogard Gdański (2)";81,6;48,8;14,4;
2213132;"Zblewo (2)";95,9;47,5;0,0;
2214011;"Tczew (1)";99,4;95,2;78,7;
2214023;"Gniew (3)";89,8;64,4;39,7;
2214032;"Morzeszczyn (2)";96,7;56,5;0,0;
2214043;"Pelplin (3)";96,1;77,9;5,4;
2214052;"Subkowy (2)";99,7;64,3;5,3;
2214062;"Tczew (2)";100,0;95,0;45,6;
2215011;"Reda (1)";95,0;77,1;51,5;
2215021;"Rumia (1)";95,9;89,9;80,3;
2215031;"Wejherowo (1)";98,8;98,8;67,4;
2215042;"Choczewo (2)";76,7;40,7;0,0;
2215052;"Gniewino (2)";99,1;77,5;4,4;
2215062;"Linia (2)";92,0;48,2;0,0;
2215072;"Luzino (2)";99,7;43,6;16,9;
2215082;"Łęczyce (2)";88,0;71,4;0,1;
2215092;"Szemud (2)";95,0;46,4;17,7;
2215102;"Wejherowo (2)";84,0;90,8;14,6;
2216013;"Dzierzgoń (3)";89,7;85,8;54,8;
2216022;"Mikołajki Pomorskie (2)";86,5;67,8;0,0;
2216032;"Stary Dzierzgoń (2)";95,3;51,6;0,0;
2216042;"Stary Targ (2)";64,6;21,3;0,0;
2216053;"Sztum (3)";89,7;70,8;54,9;
2261011;"Gdańsk (1)";100,0;96,5;75,4;
2262011;"Gdynia (1)";98,2;94,9;72,3;
2263011;"Słupsk (1)";98,2;94,9;84,8;
2264011;"Sopot (1)";100,0;100,0;84,9;
2401011;"Będzin (1)";99,9;86,7;72,9;
2401021;"Czeladź (1)";99,6;89,9;68,9;
2401031;"Wojkowice (1)";99,9;58,7;36,2;
2401042;"Bobrowniki (2)";99,1;57,9;56,5;
2401052;"Mierzęcice (2)";99,2;66,5;80,9;
2401062;"Psary (2)";99,9;3,2;64,0;
2401073;"Siewierz (3)";99,9;22,7;49,7;
2401081;"Sławków (1)";99,9;50,7;44,8;
2402011;"Szczyrk (1)";48,6;56,1;59,1;
2402022;"Bestwina (2)";95,2;39,1;91,5;
2402032;"Buczkowice (2)";41,1;92,8;66,0;
2402043;"Czechowice-Dziedzice (3)";99,9;73,6;79,4;
2402052;"Jasienica (2)";80,5;15,2;74,7;
2402062;"Jaworze (2)";66,6;71,4;93,3;
2402072;"Kozy (2)";88,8;45,9;94,3;
2402082;"Porąbka (2)";85,9;26,4;81,5;
2402093;"Wilamowice (3)";96,9;55,7;79,3;
2402102;"Wilkowice (2)";86,8;66,7;66,3;
2403011;"Cieszyn (1)";98,1;82,2;92,3;
2403021;"Ustroń (1)";77,8;90,4;82,2;
2403031;"Wisła (1)";45,8;63,6;71,6;
2403042;"Brenna (2)";30,5;61,7;68,1;
2403052;"Chybie (2)";99,1;64,9;73,6;
2403062;"Dębowiec (2)";98,0;44,2;78,9;
2403072;"Goleszów (2)";67,9;19,3;72,0;
2403082;"Hażlach (2)";99,9;47,5;75,6;
2403092;"Istebna (2)";44,2;32,2;0,5;
2403103;"Skoczów (3)";99,5;74,8;92,0;
2403113;"Strumień (3)";95,8;27,7;64,5;
2403122;"Zebrzydowice (2)";83,9;67,3;69,2;
2404013;"Blachownia (3)";95,1;52,4;5,8;
2404022;"Dąbrowa Zielona (2)";85,7;31,0;0,1;
2404032;"Janów (2)";93,5;40,6;0,3;
2404042;"Kamienica Polska (2)";87,1;66,4;46,8;
2404052;"Kłomnice (2)";87,1;36,8;9,1;
2404063;"Koniecpol (3)";72,9;44,3;0,3;
2404072;"Konopiska (2)";88,6;60,9;17,3;
2404082;"Kruszyna (2)";97,6;35,8;0,2;
2404092;"Lelów (2)";89,7;23,9;0,0;
2404102;"Mstów (2)";99,9;36,0;29,8;
2404112;"Mykanów (2)";89,2;32,5;30,6;
2404122;"Olsztyn (2)";99,9;41,5;46,3;
2404132;"Poczesna (2)";97,7;57,9;53,1;
2404142;"Przyrów (2)";82,9;55,1;0,0;
2404152;"Rędziny (2)";97,6;25,6;50,8;
2404162;"Starcza (2)";87,1;78,8;13,1;
2405011;"Knurów (1)";99,9;89,6;75,6;
2405021;"Pyskowice (1)";99,9;94,3;90,9;
2405032;"Gierałtowice (2)";100,0;74,2;12,3;
2405042;"Pilchowice (2)";95,5;26,9;14,9;
2405052;"Rudziniec (2)";100,0;12,0;2,7;
2405063;"Sośnicowice (3)";99,9;44,8;3,6;
2405073;"Toszek (3)";99,9;42,0;28,9;
2405082;"Wielowieś (2)";100,0;48,1;21,2;
2406013;"Kłobuck (3)";94,2;79,9;3,8;
2406023;"Krzepice (3)";99,9;78,5;0,0;
2406032;"Lipie (2)";94,4;23,6;0,0;
2406042;"Miedźno (2)";94,7;53,2;0,0;
2406052;"Opatów (2)";93,9;47,6;0,0;
2406062;"Panki (2)";91,2;39,9;0,0;
2406072;"Popów (2)";95,1;43,9;0,0;
2406082;"Przystajń (2)";96,2;40,5;0,0;
2406092;"Wręczyca Wielka (2)";96,6;35,5;0,1;
2407011;"Lubliniec (1)";92,0;85,9;56,7;
2407022;"Boronów (2)";99,6;95,5;0,0;
2407032;"Ciasna (2)";98,5;67,9;4,6;
2407042;"Herby (2)";99,1;98,1;6,3;
2407052;"Kochanowice (2)";86,3;74,2;0,2;
2407062;"Koszęcin (2)";99,3;79,5;0,9;
2407072;"Pawonków (2)";91,1;26,1;0,2;
2407083;"Woźniki (3)";97,3;49,2;0,2;
2408011;"Łaziska Górne (1)";100,0;90,2;68,1;
2408021;"Mikołów (1)";98,0;81,2;67,3;
2408031;"Orzesze (1)";99,5;42,8;17,3;
2408042;"Ornontowice (2)";99,9;53,3;18,5;
2408052;"Wyry (2)";97,6;73,8;58,6;
2409011;"Myszków (1)";90,5;62,6;64,6;
2409023;"Koziegłowy (3)";88,0;4,3;24,9;
2409032;"Niegowa (2)";99,9;19,3;0,0;
2409042;"Poraj (2)";91,9;39,4;40,3;
2409053;"Żarki (3)";88,9;39,4;28,5;
2410012;"Goczałkowice-Zdrój (2)";98,7;95,3;82,3;
2410022;"Kobiór (2)";98,6;84,9;48,4;
2410032;"Miedźna (2)";99,9;81,6;79,3;
2410042;"Pawłowice (2)";100,0;98,5;67,0;
2410053;"Pszczyna (3)";99,9;55,6;74,7;
2410062;"Suszec (2)";97,4;58,1;58,9;
2411011;"Racibórz (1)";99,1;95,3;85,2;
2411022;"Kornowac (2)";86,7;10,3;4,9;
2411033;"Krzanowice (3)";94,4;43,9;0,2;
2411042;"Krzyżanowice (2)";99,6;0,0;25,8;
2411053;"Kuźnia Raciborska (3)";99,9;46,5;0,4;
2411062;"Nędza (2)";96,7;0,0;0,6;
2411072;"Pietrowice Wielkie (2)";97,1;0,0;4,4;
2411082;"Rudnik (2)";99,8;33,8;3,2;
2412013;"Czerwionka-Leszczyny (3)";98,3;43,3;33,9;
2412022;"Gaszowice (2)";99,9;46,2;0,0;
2412032;"Jejkowice (2)";99,2;49,5;0,2;
2412042;"Lyski (2)";90,6;20,4;0,5;
2412052;"Świerklany (2)";99,9;64,6;47,3;
2413011;"Kalety (1)";95,5;62,3;0,3;
2413021;"Miasteczko Śląskie (1)";98,9;78,7;60,3;
2413031;"Radzionków (1)";98,5;93,2;48,8;
2413041;"Tarnowskie Góry (1)";98,7;86,0;73,9;
2413052;"Krupski Młyn (2)";95,9;94,4;33,4;
2413062;"Ożarowice (2)";99,9;57,2;55,2;
2413072;"Świerklaniec (2)";100,0;44,6;65,4;
2413082;"Tworóg (2)";99,8;43,9;18,2;
2413092;"Zbrosławice (2)";99,2;32,9;24,5;
2414011;"Bieruń (1)";99,3;97,5;55,9;
2414021;"Imielin (1)";99,9;74,9;62,5;
2414031;"Lędziny (1)";99,9;97,6;63,3;
2414042;"Bojszowy (2)";96,7;83,3;0,0;
2414052;"Chełm Śląski (2)";99,9;91,9;53,2;
2415011;"Pszów (1)";99,9;61,7;21,6;
2415021;"Radlin (1)";99,5;81,3;50,4;
2415031;"Rydułtowy (1)";99,9;67,6;20,6;
2415041;"Wodzisław Śląski (1)";97,3;81,2;69,0;
2415052;"Godów (2)";88,3;56,9;23,3;
2415062;"Gorzyce (2)";99,8;48,5;8,2;
2415072;"Lubomia (2)";91,7;4,2;4,8;
2415082;"Marklowice (2)";99,9;56,0;43,4;
2415092;"Mszana (2)";93,6;73,2;30,8;
2416011;"Poręba (1)";99,9;50,7;54,6;
2416021;"Zawiercie (1)";99,0;85,7;76,1;
2416032;"Irządze (2)";93,5;0,0;0,0;
2416042;"Kroczyce (2)";99,9;11,8;0,0;
2416053;"Łazy (3)";99,9;26,8;35,1;
2416063;"Ogrodzieniec (3)";99,9;32,2;47,9;
2416073;"Pilica (3)";93,8;65,1;4,6;
2416083;"Szczekociny (3)";62,8;35,0;0,1;
2416092;"Włodowice (2)";99,9;11,9;11,1;
2416102;"Żarnowiec (2)";88,2;2,8;0,0;
2417011;"Żywiec (1)";89,0;86,5;12,9;
2417022;"Czernichów (2)";44,4;82,1;58,0;
2417032;"Gilowice (2)";61,8;95,1;0,2;
2417042;"Jeleśnia (2)";44,2;41,7;0,0;
2417052;"Koszarawa (2)";0,0;99,8;0,0;
2417062;"Lipowa (2)";75,8;87,1;37,7;
2417072;"Łękawica (2)";60,7;78,5;0,4;
2417082;"Łodygowice (2)";98,9;99,9;45,8;
2417092;"Milówka (2)";31,9;61,6;0,0;
2417102;"Radziechowy-Wieprz (2)";63,3;93,9;0,3;
2417112;"Rajcza (2)";8,6;59,8;0,0;
2417122;"Ślemień (2)";35,7;36,4;0,0;
2417132;"Świnna (2)";41,7;77,6;0,5;
2417142;"Ujsoły (2)";0,0;65,0;0,0;
2417152;"Węgierska Górka (2)";60,7;87,5;0,0;
2461011;"Bielsko-Biała (1)";98,0;85,4;87,8;
2462011;"Bytom (1)";100,0;100,0;81,4;
2463011;"Chorzów (1)";100,0;73,2;79,9;
2464011;"Częstochowa (1)";96,3;88,2;73,2;
2465011;"Dąbrowa Górnicza (1)";99,2;88,6;76,6;
2466011;"Gliwice (1)";97,8;90,4;81,9;
2467011;"Jastrzębie-Zdrój (1)";99,9;86,6;81,7;
2468011;"Jaworzno (1)";98,8;88,1;35,0;
2469011;"Katowice (1)";98,5;95,5;76,7;
2470011;"Mysłowice (1)";99,9;83,6;73,1;
2471011;"Piekary Śląskie (1)";99,9;90,4;56,3;
2472011;"Ruda Śląska (1)";99,1;88,7;70,0;
2473011;"Rybnik (1)";97,2;79,0;57,9;
2474011;"Siemianowice Śląskie (1)";99,9;99,9;90,7;
2475011;"Sosnowiec (1)";100,0;91,1;72,9;
2476011;"Świętochłowice (1)";99,9;99,9;73,7;
2477011;"Tychy (1)";100,0;100,0;84,8;
2478011;"Zabrze (1)";98,3;91,9;76,8;
2479011;"Żory (1)";100,0;97,8;88,0;
2601013;"Busko-Zdrój (3)";92,9;71,0;52,0;
2601022;"Gnojno (2)";78,7;7,9;1,9;
2601032;"Nowy Korczyn (2)";81,6;38,5;40,2;
2601042;"Pacanów (2)";85,5;19,0;16,4;
2601052;"Solec-Zdrój (2)";92,4;56,6;42,0;
2601063;"Stopnica (3)";90,8;60,0;53,6;
2601072;"Tuczępy (2)";99,6;18,0;38,3;
2601083;"Wiślica (3)";97,4;38,8;0,4;
2602012;"Imielno (2)";82,6;0,0;0,0;
2602023;"Jędrzejów (3)";76,5;52,4;2,3;
2602033;"Małogoszcz (3)";94,3;39,7;0,5;
2602042;"Nagłowice (2)";32,2;12,0;0,0;
2602052;"Oksa (2)";89,3;0,0;0,0;
2602063;"Sędziszów (3)";79,4;47,4;0,0;
2602072;"Słupia (2)";21,7;31,2;0,0;
2602082;"Sobków (2)";95,6;47,3;0,1;
2602092;"Wodzisław (2)";79,9;17,9;0,0;
2603012;"Bejsce (2)";75,8;0,0;0,0;
2603022;"Czarnocin (2)";96,1;0,0;0,0;
2603033;"Kazimierza Wielka (3)";70,2;51,9;0,0;
2603042;"Opatowiec (2)";84,0;10,1;0,0;
2603053;"Skalbmierz (3)";94,8;25,8;0,5;
2604012;"Bieliny (2)";99,8;51,4;3,9;
2604023;"Bodzentyn (3)";89,0;58,0;0,0;
2604033;"Chęciny (3)";99,9;32,2;4,5;
2604043;"Chmielnik (3)";99,0;58,6;2,0;
2604053;"Daleszyce (3)";97,9;57,4;1,0;
2604062;"Górno (2)";97,6;42,9;0,3;
2604073;"Łagów (3)";84,5;41,3;0,0;
2604082;"Łopuszno (2)";98,8;8,1;0,0;
2604092;"Masłów (2)";81,5;73,4;6,4;
2604102;"Miedziana Góra (2)";98,4;58,9;15,0;
2604112;"Mniów (2)";95,3;37,5;0,2;
2604123;"Morawica (3)";98,5;77,6;23,8;
2604132;"Nowa Słupia (2)";88,5;39,4;0,6;
2604142;"Piekoszów (2)";99,9;47,8;0,2;
2604152;"Pierzchnica (2)";100,0;28,0;2,8;
2604162;"Raków (2)";92,3;32,7;0,0;
2604172;"Nowiny (2)";99,3;84,8;7,1;
2604182;"Strawczyn (2)";99,9;81,9;0,2;
2604192;"Zagnańsk (2)";94,5;55,6;54,4;
2605012;"Fałków (2)";84,1;57,2;0,3;
2605022;"Gowarczów (2)";98,4;28,6;11,6;
2605033;"Końskie (3)";89,4;75,3;49,3;
2605043;"Radoszyce (3)";85,7;31,3;0,0;
2605052;"Ruda Maleniecka (2)";87,5;8,4;0,0;
2605062;"Słupia Konecka (2)";86,9;0,0;0,0;
2605072;"Smyków (2)";92,5;41,2;0,0;
2605083;"Stąporków (3)";76,3;29,4;3,3;
2606012;"Baćkowice (2)";89,2;37,7;0,0;
2606022;"Iwaniska (2)";74,6;26,7;1,5;
2606032;"Lipnik (2)";88,4;32,9;26,9;
2606043;"Opatów (3)";80,8;49,0;41,5;
2606053;"Ożarów (3)";91,2;48,7;45,2;
2606062;"Sadowie (2)";65,0;0,0;23,1;
2606072;"Tarłów (2)";78,3;22,4;0,0;
2606082;"Wojciechowice (2)";95,2;21,0;28,5;
2607011;"Ostrowiec Świętokrzyski (1)";98,7;89,1;79,2;
2607022;"Bałtów (2)";80,9;36,3;0,0;
2607032;"Bodzechów (2)";89,3;37,9;29,5;
