"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2019;[zł]";
1419102;"Radzanowo (2)";3622,29;3979,25;4177,73;4842,30;
1419112;"Słubice (2)";3943,07;4354,89;4870,19;5064,83;
1419122;"Słupno (2)";6130,53;6331,37;6598,00;7480,43;
1419132;"Stara Biała (2)";4244,60;4515,96;5080,73;5433,38;
1419142;"Staroźreby (2)";3948,89;4338,69;5358,10;4686,01;
1419153;"Wyszogród (3)";3804,70;4154,97;4181,21;4496,39;
1420011;"Płońsk (1)";3811,99;4181,19;4605,60;6043,72;
1420021;"Raciąż (1)";4793,73;5094,67;5973,89;6780,41;
1420032;"Baboszewo (2)";4464,77;4376,06;4591,92;5142,87;
1420042;"Czerwińsk nad Wisłą (2)";3686,93;3976,21;4506,06;4949,06;
1420052;"Dzierzążnia (2)";4103,30;4281,95;4226,08;5081,80;
1420062;"Joniec (2)";3574,50;3806,85;4156,59;4587,49;
1420072;"Naruszewo (2)";3994,64;4818,92;4752,35;4948,40;
1420082;"Nowe Miasto (2)";3697,92;3942,86;4733,41;5441,29;
1420092;"Płońsk (2)";3681,39;4081,18;4456,47;4943,30;
1420102;"Raciąż (2)";3841,55;4002,34;4407,62;4684,68;
1420112;"Sochocin (2)";3727,75;3991,16;4178,45;4610,57;
1420122;"Załuski (2)";4128,82;4441,82;6097,77;5353,93;
1421011;"Piastów (1)";4047,76;4380,60;5002,48;5799,45;
1421021;"Pruszków (1)";4030,37;5076,96;4878,74;5497,79;
1421033;"Brwinów (3)";4546,06;5065,92;5289,61;6457,19;
1421042;"Michałowice (2)";6416,37;7087,53;8161,42;8640,74;
1421052;"Nadarzyn (2)";7205,04;7914,27;8913,21;9760,36;
1421062;"Raszyn (2)";5042,75;5599,71;6239,11;6792,52;
1422011;"Przasnysz (1)";3915,01;4269,30;4421,10;5042,08;
1422023;"Chorzele (3)";4346,57;4775,38;5632,80;6074,11;
1422032;"Czernice Borowe (2)";3730,98;4067,54;4224,29;4810,78;
1422042;"Jednorożec (2)";4694,86;4842,81;5133,99;5919,89;
1422052;"Krasne (2)";4043,46;5055,23;5090,72;5033,24;
1422062;"Krzynowłoga Mała (2)";4504,84;4827,52;5030,11;5742,61;
1422072;"Przasnysz (2)";3934,10;4200,89;4599,38;4744,92;
1423012;"Borkowice (2)";3748,97;4037,96;4313,36;4607,13;
1423022;"Gielniów (2)";3498,21;3714,07;3861,02;4446,02;
1423032;"Klwów (2)";4064,22;4638,87;5220,41;5620,02;
1423042;"Odrzywół (2)";3712,97;4117,96;5077,62;4784,93;
1423052;"Potworów (2)";4287,29;4705,86;5544,37;5387,15;
1423063;"Przysucha (3)";3029,35;3378,53;3676,66;3996,48;
1423072;"Rusinów (2)";3864,19;4125,35;4294,54;4662,10;
1423082;"Wieniawa (2)";3955,41;4263,98;5223,50;5251,57;
1424012;"Gzy (2)";3700,49;4041,83;4320,03;4955,62;
1424022;"Obryte (2)";3856,59;4408,76;4530,14;5131,47;
1424032;"Pokrzywnica (2)";4343,05;4172,21;4481,61;5140,85;
1424043;"Pułtusk (3)";3767,11;4169,08;4716,58;5377,82;
1424052;"Świercze (2)";3845,19;4458,73;4224,58;4981,33;
1424062;"Winnica (2)";4340,38;5107,73;4894,72;5696,67;
1424072;"Zatory (2)";4220,45;4660,04;5075,94;5290,87;
1425011;"Pionki (1)";3339,19;4049,95;3979,19;4350,93;
1425022;"Gózd (2)";4069,04;4444,59;4992,76;5159,65;
1425033;"Iłża (3)";3945,56;3909,44;4324,90;4542,92;
1425042;"Jastrzębia (2)";3997,13;4312,21;5190,17;5535,73;
1425052;"Jedlińsk (2)";3826,17;4230,65;4557,14;4815,90;
1425062;"Jedlnia-Letnisko (2)";3858,00;3859,03;4107,68;4513,78;
1425072;"Kowala (2)";3721,34;3991,21;4118,10;4556,79;
1425082;"Pionki (2)";3672,27;3907,88;4042,17;4414,57;
1425092;"Przytyk (2)";4074,32;4385,73;4782,89;5105,03;
1425103;"Skaryszew (3)";3896,44;4394,10;4545,26;5071,84;
1425112;"Wierzbica (2)";4081,65;4637,95;4984,40;4954,84;
1425122;"Wolanów (2)";3966,66;4320,82;4513,46;5137,65;
1425132;"Zakrzew (2)";3817,68;4329,86;4395,33;4846,40;
1426012;"Domanice (2)";4406,85;4943,75;5046,92;5824,84;
1426022;"Korczew (2)";3749,19;4523,96;4142,07;5080,58;
1426032;"Kotuń (2)";3827,02;4102,10;4194,57;4708,41;
1426042;"Mokobody (2)";3616,85;4096,36;4653,26;4861,98;
1426053;"Mordy (3)";3600,21;4155,16;4574,38;4437,39;
1426062;"Paprotnia (2)";4026,81;4757,37;4389,35;5203,71;
1426072;"Przesmyki (2)";3623,98;3962,30;4002,01;4500,89;
1426082;"Siedlce (2)";3805,10;4123,31;4300,55;5187,34;
1426092;"Skórzec (2)";4282,67;4689,23;4592,57;5093,99;
1426102;"Suchożebry (2)";4189,53;4299,77;4790,78;5410,09;
1426112;"Wiśniew (2)";3831,56;3955,93;4773,64;5106,27;
1426122;"Wodynie (2)";3909,31;4605,90;4519,49;5292,40;
1426132;"Zbuczyn (2)";4267,91;4655,67;4999,09;5779,99;
1427011;"Sierpc (1)";3663,38;3774,19;4020,95;4558,75;
1427022;"Gozdowo (2)";4349,42;4460,89;5112,36;5159,19;
1427032;"Mochowo (2)";4513,83;4418,14;4957,28;5339,14;
1427042;"Rościszewo (2)";4344,65;4494,97;4982,22;5342,35;
1427052;"Sierpc (2)";3970,74;4293,83;4546,66;4981,89;
1427062;"Szczutowo (2)";4203,76;4469,98;4931,48;5170,23;
1427072;"Zawidz (2)";4286,40;4832,07;5094,54;5558,50;
1428011;"Sochaczew (1)";3812,54;4159,87;4742,36;5216,54;
1428022;"Brochów (2)";3687,35;4364,94;4557,77;5202,50;
1428032;"Iłów (2)";4218,79;4426,30;6017,32;5028,26;
1428042;"Młodzieszyn (2)";3703,91;4177,00;4308,13;4510,48;
1428052;"Nowa Sucha (2)";4086,21;4162,96;4724,54;5760,18;
1428062;"Rybno (2)";4070,20;4221,03;4522,58;5728,65;
1428072;"Sochaczew (2)";4296,97;4389,23;4692,28;5896,92;
1428082;"Teresin (2)";4605,20;4681,90;5102,84;5540,48;
1429011;"Sokołów Podlaski (1)";3973,00;4191,19;4577,91;5477,09;
1429022;"Bielany (2)";3808,16;4493,71;5805,25;6842,23;
1429032;"Ceranów (2)";4998,57;3894,85;3735,61;4289,53;
1429042;"Jabłonna Lacka (2)";3393,63;3788,36;4249,14;4503,72;
1429053;"Kosów Lacki (3)";3693,53;4037,44;4205,00;4880,54;
1429062;"Repki (2)";3989,02;3806,55;3840,31;4992,37;
1429072;"Sabnie (2)";3474,28;4057,63;4193,94;4435,23;
1429082;"Sokołów Podlaski (2)";3278,80;3773,31;4074,76;4333,18;
1429092;"Sterdyń (2)";3233,10;4033,38;4042,38;4402,61;
1430012;"Chlewiska (2)";3751,02;4166,33;4140,81;4440,60;
1430022;"Jastrząb (2)";3962,78;4626,42;5459,30;5844,50;
1430032;"Mirów (2)";4243,66;4685,73;5686,68;5072,88;
1430042;"Orońsko (2)";3616,11;4004,97;4460,53;4893,97;
1430053;"Szydłowiec (3)";3429,69;3764,13;3903,86;4396,17;
1432013;"Błonie (3)";5420,49;5218,42;5860,32;6625,45;
1432022;"Izabelin (2)";5242,18;5508,30;6496,89;6941,28;
1432032;"Kampinos (2)";5410,85;6089,26;6659,14;7476,87;
1432042;"Leszno (2)";4585,68;5016,62;5426,91;6145,52;
1432053;"Łomianki (3)";5042,36;5566,29;6311,78;6707,30;
1432063;"Ożarów Mazowiecki (3)";6772,79;6916,17;7430,84;8401,14;
1432072;"Stare Babice (2)";5408,88;5812,53;6707,86;7729,13;
1433011;"Węgrów (1)";4317,52;4609,29;5289,41;5770,67;
1433022;"Grębków (2)";3889,44;4499,24;4276,93;4592,88;
1433032;"Korytnica (2)";4093,87;4939,80;5828,82;4908,93;
1433042;"Liw (2)";3904,69;4177,36;4292,49;5915,15;
1433053;"Łochów (3)";3979,67;4404,11;5101,37;5535,72;
1433062;"Miedzna (2)";3680,98;3915,35;4037,66;5065,76;
1433072;"Sadowne (2)";3834,36;4225,13;4520,77;5440,55;
1433082;"Stoczek (2)";3931,22;4285,77;4308,03;6733,70;
1433092;"Wierzbno (2)";3636,34;3740,39;4019,94;5113,00;
1434011;"Kobyłka (1)";4088,59;4209,20;5519,36;5503,69;
1434021;"Marki (1)";3994,54;4563,27;5128,49;6035,96;
1434031;"Ząbki (1)";3962,06;4501,00;5190,92;6674,46;
1434041;"Zielonka (1)";3974,86;4672,26;5095,38;5396,86;
1434052;"Dąbrówka (2)";4402,79;4806,17;5338,39;5621,96;
1434062;"Jadów (2)";4235,37;4356,95;4430,45;4885,32;
1434072;"Klembów (2)";4245,75;4838,61;5278,03;6234,80;
1434082;"Poświętne (2)";4211,15;4350,96;4401,87;5030,56;
1434093;"Radzymin (3)";4126,39;4780,06;5447,68;6195,17;
1434102;"Strachówka (2)";4754,56;4717,08;5795,87;6044,33;
1434113;"Tłuszcz (3)";3484,36;4128,22;4484,29;5280,34;
1434123;"Wołomin (3)";3884,54;3948,95;4188,62;4962,29;
1435012;"Brańszczyk (2)";3738,88;4075,75;4462,76;5008,81;
1435022;"Długosiodło (2)";4470,08;4600,67;5116,59;6327,72;
1435032;"Rząśnik (2)";4487,31;4615,18;4686,95;5320,03;
1435042;"Somianka (2)";4343,85;4664,28;5216,75;6240,37;
1435053;"Wyszków (3)";3671,71;4070,83;4651,86;4878,78;
1435062;"Zabrodzie (2)";4163,53;4513,37;4770,94;5415,53;
1436012;"Kazanów (2)";4296,34;4810,48;5264,64;5451,52;
1436022;"Policzna (2)";3571,20;3931,89;4951,76;4577,44;
1436032;"Przyłęk (2)";4049,09;4349,09;4462,12;5415,30;
1436042;"Tczów (2)";4270,03;4678,77;4784,43;5191,42;
1436053;"Zwoleń (3)";3539,80;3972,32;4362,27;4332,12;
1437013;"Bieżuń (3)";3900,96;4200,04;4405,98;5020,64;
1437022;"Kuczbork-Osada (2)";3872,10;4665,76;4905,48;4118,15;
1437033;"Lubowidz (3)";;;;5194,79;
1437042;"Lutocin (2)";4033,70;4226,27;4499,21;4897,51;
1437052;"Siemiątkowo (2)";4465,82;4866,73;5203,00;5342,48;
1437063;"Żuromin (3)";3392,10;3893,70;3905,90;4277,26;
1438011;"Żyrardów (1)";4019,61;4312,82;5394,10;5680,63;
1438023;"Mszczonów (3)";5274,25;5733,17;6996,94;7145,37;
1438032;"Puszcza Mariańska (2)";3676,75;3570,28;4032,62;4812,11;
1438042;"Radziejowice (2)";4988,56;5424,52;8014,98;6424,73;
1438052;"Wiskitki (2)";3430,48;5140,96;4406,75;4661,62;
1461011;"Ostrołęka (1)";5705,89;6388,77;6843,47;7309,54;
1462011;"Płock (1)";6932,65;8036,89;8970,41;9176,73;
1463011;"Radom (1)";4979,60;5246,85;5625,74;6439,92;
1464011;"Siedlce (1)";5427,06;5786,64;6521,26;6636,58;
1465011;"M.st.Warszawa od 2002 (1)";8417,92;8802,88;9609,67;10154,88;
1601011;"Brzeg (1)";3523,98;3858,60;4618,41;5200,75;
1601022;"Skarbimierz (2)";4334,57;5113,44;5749,78;5684,44;
1601033;"Grodków (3)";3435,94;3780,59;4061,38;4968,57;
1601043;"Lewin Brzeski (3)";3349,02;3645,08;4274,36;4460,71;
1601052;"Lubsza (2)";3303,82;3433,12;3799,84;4294,99;
1601062;"Olszanka (2)";3418,69;4007,33;4173,18;4739,17;
1602013;"Baborów (3)";3456,42;3393,66;4042,74;4084,04;
1602022;"Branice (2)";3365,38;3851,38;4903,30;5171,57;
1602033;"Głubczyce (3)";3546,58;3867,14;4237,15;4449,91;
1602043;"Kietrz (3)";3369,68;3841,31;4024,16;4446,74;
1603011;"Kędzierzyn-Koźle (1)";3942,87;4238,72;4632,67;5381,52;
1603022;"Bierawa (2)";3857,89;4242,22;4281,34;4492,36;
1603032;"Cisek (2)";3212,67;3532,01;3761,93;4268,02;
1603042;"Pawłowiczki (2)";3166,74;3408,41;3829,16;4256,80;
1603052;"Polska Cerekiew (2)";3780,87;4008,63;4001,67;4931,43;
1603062;"Reńska Wieś (2)";3350,55;3330,66;3698,11;4306,52;
1604013;"Byczyna (3)";3952,46;4398,45;9611,20;6645,00;
1604023;"Kluczbork (3)";3373,16;3626,42;3964,52;4661,30;
1604032;"Lasowice Wielkie (2)";3225,97;3392,06;3703,26;4523,58;
1604043;"Wołczyn (3)";3398,50;3559,96;3956,85;4486,87;
1605013;"Gogolin (3)";4641,41;5270,17;5616,83;5588,81;
1605023;"Krapkowice (3)";3245,52;3551,29;3745,02;4390,32;
1605032;"Strzeleczki (2)";3584,91;3590,54;3674,49;4614,14;
1605042;"Walce (2)";3200,72;3341,33;3537,10;4372,43;
1605053;"Zdzieszowice (3)";3260,86;3361,92;3711,84;4197,22;
1606012;"Domaszowice (2)";3569,25;3836,30;4228,96;4880,86;
1606023;"Namysłów (3)";3433,79;3701,88;4138,55;4619,11;
1606032;"Pokój (2)";3551,36;4539,69;4280,54;4797,14;
1606042;"Świerczów (2)";3669,92;4214,31;4266,09;4769,19;
1606052;"Wilków (2)";4285,10;4849,67;4857,95;5448,49;
1607013;"Głuchołazy (3)";3621,03;3587,55;4048,88;4395,74;
1607022;"Kamiennik (2)";4526,26;4594,39;4899,77;5257,60;
1607033;"Korfantów (3)";3481,46;3806,61;3997,02;4593,22;
1607042;"Łambinowice (2)";3618,87;3863,82;4184,60;4448,12;
1607053;"Nysa (3)";3342,65;3475,31;3837,48;4435,57;
1607063;"Otmuchów (3)";3424,70;3928,18;4575,88;4957,71;
1607073;"Paczków (3)";3383,28;3698,13;4169,74;4853,90;
1607082;"Pakosławice (2)";3284,45;3725,07;4290,86;4473,69;
1607092;"Skoroszyce (2)";3286,72;3602,77;4158,41;5164,60;
1608013;"Dobrodzień (3)";3610,79;3925,19;4351,40;4698,47;
1608023;"Gorzów Śląski (3)";3380,06;3513,43;3815,00;4164,39;
1608033;"Olesno (3)";3315,05;3627,56;3872,66;4780,59;
1608043;"Praszka (3)";3238,54;3515,14;3668,81;4262,44;
1608052;"Radłów (2)";3472,40;3714,28;3918,84;4974,85;
1608062;"Rudniki (2)";3570,16;3810,56;4181,36;4966,87;
1608072;"Zębowice (2)";3602,79;3927,22;3765,27;4657,65;
1609012;"Chrząstowice (2)";3129,27;3560,31;3880,59;5053,86;
1609022;"Dąbrowa (2)";3171,05;3662,34;4002,41;4468,28;
1609032;"Dobrzeń Wielki (2)";6385,12;5433,69;5622,30;5840,41;
1609042;"Komprachcice (2)";2821,59;3086,34;3728,52;4111,09;
1609052;"Łubniany (2)";3207,25;3591,43;3746,68;4752,52;
1609062;"Murów (2)";3318,89;3550,48;4084,32;4687,30;
1609073;"Niemodlin (3)";3630,45;4089,16;4467,29;5025,27;
1609083;"Ozimek (3)";2973,34;3317,19;3356,60;3903,00;
1609092;"Popielów (2)";3274,01;3791,86;4285,33;4449,21;
1609103;"Prószków (3)";3291,50;3699,25;3917,10;4869,11;
1609112;"Tarnów Opolski (2)";3141,21;3466,34;3669,93;4199,21;
1609123;"Tułowice (3)";;;3891,70;4308,43;
1609132;"Turawa (2)";3342,74;3797,95;4010,70;4321,76;
1610013;"Biała (3)";3589,08;3889,81;4499,23;5121,56;
1610023;"Głogówek (3)";3437,81;3595,52;4229,75;4632,46;
1610032;"Lubrza (2)";3387,25;3797,44;4388,99;5225,01;
1610043;"Prudnik (3)";3474,61;3777,98;4186,46;4603,77;
1611012;"Izbicko (2)";3262,69;3419,45;4094,00;4714,42;
1611022;"Jemielnica (2)";3231,32;3446,08;3952,44;4118,82;
1611033;"Kolonowskie (3)";3033,59;3334,44;3661,46;3988,76;
1611043;"Leśnica (3)";3420,35;3747,71;3966,37;4400,10;
1611053;"Strzelce Opolskie (3)";3543,96;3748,10;4223,26;4719,01;
1611063;"Ujazd (3)";3665,57;4560,96;6012,59;6364,00;
1611073;"Zawadzkie (3)";2937,99;3166,48;3171,87;3792,24;
1661011;"Opole (1)";6135,63;6700,84;7699,01;8902,51;
1801032;"Czarna (2)";3902,28;3880,26;4634,65;5002,10;
1801052;"Lutowiska (2)";4641,22;4952,90;6327,40;5656,08;
1801083;"Ustrzyki Dolne (3)";3825,96;4155,68;4692,11;5358,96;
1802013;"Brzozów (3)";3598,78;4016,90;4321,52;4603,58;
1802022;"Domaradz (2)";3841,70;4167,49;4462,39;4964,58;
1802032;"Dydnia (2)";4054,21;4295,66;5200,00;5205,02;
1802042;"Haczów (2)";3554,70;3948,80;4162,15;4430,34;
1802052;"Jasienica Rosielna (2)";4179,46;4343,25;6882,49;6185,63;
1802062;"Nozdrzec (2)";3687,80;4148,93;4318,05;4625,08;
1803011;"Dębica (1)";3581,84;4156,16;4430,99;5229,30;
1803023;"Brzostek (3)";4133,80;4479,43;4494,40;5483,52;
1803032;"Czarna (2)";3713,54;3930,03;4551,11;4943,38;
1803042;"Dębica (2)";3873,75;4066,01;4520,76;4695,14;
1803052;"Jodłowa (2)";3832,66;4176,24;4492,37;7333,53;
1803063;"Pilzno (3)";3740,55;4041,76;4474,63;4849,85;
1803072;"Żyraków (2)";3570,10;3916,83;4482,20;5440,51;
1804011;"Jarosław (1)";3551,16;3783,58;4157,02;4831,65;
1804021;"Radymno (1)";3663,44;3976,10;5477,68;5705,03;
1804032;"Chłopice (2)";3552,98;3844,90;3913,11;4512,42;
1804042;"Jarosław (2)";3382,38;3562,23;4141,16;4195,90;
1804052;"Laszki (2)";3765,45;4266,98;5161,07;4859,69;
1804062;"Pawłosiów (2)";3220,95;3469,38;3864,97;4062,35;
1804073;"Pruchnik (3)";4006,81;4654,61;5773,30;5481,61;
1804082;"Radymno (2)";3610,90;4114,89;4710,96;4753,74;
1804092;"Rokietnica (2)";3867,94;4096,93;4485,35;5589,22;
1804102;"Roźwienica (2)";4026,64;4305,00;4459,52;4878,65;
1804112;"Wiązownica (2)";3825,81;3999,89;4281,92;4445,25;
1805011;"Jasło (1)";4071,54;4636,55;4542,11;4899,10;
1805022;"Brzyska (2)";3826,62;4177,33;4584,42;4663,55;
1805032;"Dębowiec (2)";3715,66;4037,41;4318,69;4884,93;
1805042;"Jasło (2)";3178,57;3497,86;3769,36;3917,20;
1805053;"Kołaczyce (3)";4014,27;4317,80;4769,82;4932,05;
1805062;"Krempna (2)";4340,84;4586,16;4971,71;5716,69;
1805072;"Nowy Żmigród (2)";3858,43;4297,59;4674,99;4626,11;
1805082;"Osiek Jasielski (2)";3517,07;3839,79;4259,76;4637,57;
1805092;"Skołyszyn (2)";3680,40;3886,01;4186,43;5000,90;
1805112;"Tarnowiec (2)";3568,81;3825,56;4188,74;5097,30;
1806012;"Cmolas (2)";3804,33;3981,87;4297,87;4618,07;
1806023;"Kolbuszowa (3)";3494,41;3880,00;4283,66;4619,31;
1806032;"Majdan Królewski (2)";3870,61;4142,31;4162,98;4808,86;
1806042;"Niwiska (2)";4254,09;4625,32;5358,28;5333,55;
1806052;"Raniżów (2)";3749,25;4245,67;4643,52;4930,96;
1806062;"Dzikowiec (2)";3901,64;4308,39;4967,72;4988,46;
1807012;"Chorkówka (2)";3727,86;4171,25;4372,53;5111,97;
1807023;"Dukla (3)";3787,12;4471,71;4579,03;4994,93;
1807033;"Iwonicz-Zdrój (3)";3616,46;3932,48;4274,50;4800,33;
1807043;"Jedlicze (3)";3334,50;3716,40;4335,52;4398,78;
1807052;"Korczyna (2)";3616,49;4013,64;4268,63;4751,11;
1807062;"Krościenko Wyżne (2)";3372,78;3856,11;4040,04;4151,81;
1807072;"Miejsce Piastowe (2)";3358,53;3682,20;3812,52;5000,62;
1807083;"Rymanów (3)";3937,30;4416,22;4542,92;5668,30;
1807092;"Wojaszówka (2)";3519,02;3810,46;4648,23;5350,99;
1807102;"Jaśliska (2)";4260,95;4838,94;6090,74;5711,75;
1808011;"Leżajsk (1)";3252,41;3561,08;3824,25;4638,70;
1808022;"Grodzisko Dolne (2)";3474,95;4097,47;5050,96;5705,78;
1808032;"Kuryłówka (2)";3829,75;4372,33;4698,53;4940,17;
1808042;"Leżajsk (2)";3627,83;4152,12;4698,26;5017,43;
1808053;"Nowa Sarzyna (3)";3502,74;3947,33;4446,46;5051,79;
1809011;"Lubaczów (1)";3579,36;4066,50;4694,41;5184,52;
1809023;"Cieszanów (3)";3818,41;4620,25;5135,29;5299,79;
1809032;"Horyniec-Zdrój (2)";4507,54;4325,66;5318,41;6367,99;
1809042;"Lubaczów (2)";3806,12;4672,63;5247,68;6137,63;
1809053;"Narol (3)";3987,12;4273,37;4695,01;5780,47;
1809063;"Oleszyce (3)";3850,70;4404,68;4901,90;5721,26;
1809072;"Stary Dzików (2)";4288,34;5149,33;6111,57;5558,35;
1809082;"Wielkie Oczy (2)";3778,91;4609,24;5140,45;4979,97;
1810011;"Łańcut (1)";3896,80;4141,00;4731,15;5295,42;
1810022;"Białobrzegi (2)";3520,78;3979,52;4508,16;4675,50;
1810032;"Czarna (2)";4044,21;4576,82;4918,38;5267,33;
1810042;"Łańcut (2)";3567,90;4068,08;4440,96;4790,26;
1810052;"Markowa (2)";3785,23;4081,97;4362,18;4932,42;
1810062;"Rakszawa (2)";3980,87;4233,45;4554,14;5163,34;
1810072;"Żołynia (2)";3668,98;4051,14;4478,69;4984,46;
1811011;"Mielec (1)";3811,06;4229,18;4956,34;5406,23;
1811022;"Borowa (2)";3271,36;3626,21;4060,48;4981,54;
1811032;"Czermin (2)";3458,31;3848,99;4267,35;6262,05;
1811042;"Gawłuszowice (2)";3453,68;3769,89;4088,18;4922,84;
1811052;"Mielec (2)";3349,95;3631,79;3945,05;4449,59;
1811062;"Padew Narodowa (2)";3590,75;3997,77;5811,87;7143,62;
1811073;"Przecław (3)";3536,68;4428,22;4746,04;5246,27;
1811083;"Radomyśl Wielki (3)";3919,58;4252,78;4819,93;5513,08;
1811092;"Tuszów Narodowy (2)";3606,42;4391,96;4601,42;5293,33;
1811102;"Wadowice Górne (2)";3534,96;3904,12;4455,19;5263,93;
1812012;"Harasiuki (2)";3848,42;4091,90;4328,46;5180,09;
1812022;"Jarocin (2)";3430,50;4195,27;4182,34;4653,92;
1812032;"Jeżowe (2)";4272,88;4651,83;4820,54;5938,60;
1812042;"Krzeszów (2)";3947,22;4065,26;4906,55;5836,39;
1812053;"Nisko (3)";3217,78;3491,81;3882,42;4623,73;
1812063;"Rudnik nad Sanem (3)";3073,22;3845,03;4682,96;4282,38;
1812073;"Ulanów (3)";3303,85;3817,10;4560,62;5307,75;
1813012;"Bircza (2)";4349,96;5092,81;5375,13;5026,05;
1813022;"Dubiecko (2)";3993,08;4308,46;4713,34;5129,65;
1813032;"Fredropol (2)";4053,88;4374,84;4392,97;4674,65;
1813042;"Krasiczyn (2)";3861,33;4240,91;4712,82;4908,65;
1813052;"Krzywcza (2)";3832,79;4036,36;4756,24;5412,35;
1813062;"Medyka (2)";3916,39;4699,74;4296,52;4857,81;
1813072;"Orły (2)";3896,31;4427,14;4630,56;4966,75;
1813082;"Przemyśl (2)";3509,04;3839,62;4232,63;4716,28;
1813092;"Stubno (2)";4394,07;4994,67;4906,82;5793,44;
1813102;"Żurawica (2)";3517,07;4249,48;4373,97;4518,65;
1814011;"Przeworsk (1)";3618,50;3957,17;4469,12;4944,80;
1814022;"Adamówka (2)";4047,79;4617,61;5600,19;6917,89;
1814032;"Gać (2)";4054,69;4736,86;5615,11;4970,05;
1814042;"Jawornik Polski (2)";4016,25;4874,16;7436,98;6450,08;
1814053;"Kańczuga (3)";3466,08;3998,64;4165,68;4518,72;
1814062;"Przeworsk (2)";3342,36;3861,08;4333,94;4537,63;
1814073;"Sieniawa (3)";4391,91;5289,88;5830,58;5262,33;
1814082;"Tryńcza (2)";3652,80;4195,63;4640,24;5189,24;
1814092;"Zarzecze (2)";3781,96;4182,12;5094,21;6202,07;
1815012;"Iwierzyce (2)";3781,33;4409,97;4600,45;4886,79;
1815022;"Ostrów (2)";6758,55;7608,06;9230,03;9737,60;
1815033;"Ropczyce (3)";3681,77;4148,75;4441,49;4989,79;
1815043;"Sędziszów Małopolski (3)";3649,13;4182,83;4218,99;4523,53;
1815052;"Wielopole Skrzyńskie (2)";4358,33;4832,98;5854,46;7028,32;
1816011;"Dynów (1)";3852,73;4170,11;5109,26;5502,64;
1816023;"Błażowa (3)";3608,87;3921,34;4868,25;4850,50;
1816033;"Boguchwała (3)";3504,99;3991,37;4359,67;5085,46;
1816042;"Chmielnik (2)";3627,16;4252,43;4961,54;5537,06;
1816052;"Dynów (2)";3587,84;3885,77;4264,15;4633,66;
1816063;"Głogów Małopolski (3)";3727,85;4108,06;5186,93;6026,76;
1816072;"Hyżne (2)";3645,28;3871,81;4761,99;5213,24;
1816082;"Kamień (2)";4536,28;5520,30;6849,43;5619,49;
1816092;"Krasne (2)";3545,41;4194,61;4965,94;5241,04;
1816102;"Lubenia (2)";3275,63;3681,42;4272,17;4788,91;
1816113;"Sokołów Małopolski (3)";4089,59;4610,66;5150,19;5838,13;
1816122;"Świlcza (2)";3607,44;4136,17;4461,45;4981,23;
1816132;"Trzebownisko (2)";3754,66;4280,75;6011,49;5749,20;
1816143;"Tyczyn (3)";3602,71;4231,20;4510,15;4966,65;
1817011;"Sanok (1)";3456,30;4080,64;4381,06;5135,55;
1817022;"Besko (2)";3856,15;4226,72;4755,51;5235,18;
1817032;"Bukowsko (2)";4190,73;4728,62;4882,11;5464,34;
1817042;"Komańcza (2)";3475,92;3673,23;3660,49;4070,77;
1817052;"Sanok (2)";3576,07;3967,98;4292,81;4791,77;
1817062;"Tyrawa Wołoska (2)";4128,71;4839,22;5285,11;5845,85;
1817073;"Zagórz (3)";3674,71;4064,91;4928,76;5576,66;
1817082;"Zarszyn (2)";3501,60;4036,82;4138,15;4610,65;
1818011;"Stalowa Wola (1)";3725,29;4293,59;5685,86;5541,20;
1818022;"Bojanów (2)";4133,46;4274,74;5057,01;5279,75;
1818032;"Pysznica (2)";3306,98;3534,28;3794,22;4248,15;
1818042;"Radomyśl nad Sanem (2)";3818,51;3895,35;4157,44;4372,18;
1818053;"Zaklików (3)";3819,04;4058,30;5208,49;5681,08;
1818062;"Zaleszany (2)";3503,50;3850,42;4195,17;6520,68;
1819012;"Czudec (2)";3726,17;4031,13;4908,81;4861,09;
1819022;"Frysztak (2)";3479,15;4093,32;4666,87;4760,68;
1819032;"Niebylec (2)";3492,24;4111,93;4594,90;5382,63;
1819043;"Strzyżów (3)";3419,09;3880,97;4253,96;4683,78;
1819052;"Wiśniowa (2)";3769,29;4185,71;4865,28;6103,54;
1820013;"Baranów Sandomierski (3)";3556,23;3982,81;4483,96;5774,41;
1820022;"Gorzyce (2)";3359,89;3713,61;4059,02;4874,00;
1820032;"Grębów (2)";3676,13;4279,49;4369,57;5273,20;
1820043;"Nowa Dęba (3)";3499,83;3730,82;4128,88;4465,01;
1821012;"Baligród (2)";4012,88;4659,76;5017,55;5338,66;
1821022;"Cisna (2)";6092,39;6239,35;6908,30;8602,88;
1821033;"Lesko (3)";3617,67;4137,16;4109,00;4576,93;
1821042;"Olszanica (2)";3413,17;3876,89;4269,65;6504,78;
1821052;"Solina (2)";5209,71;7558,69;6877,00;7341,19;
1861011;"Krosno (1)";6267,82;6123,07;7001,93;8993,61;
1862011;"Przemyśl (1)";5448,78;5853,68;6531,12;6682,39;
1863011;"Rzeszów (1)";5658,36;6145,78;6979,34;7533,14;
1864011;"Tarnobrzeg (1)";4897,78;5316,02;5603,52;6234,30;
