"Kod";"Nazwa";"ogółem;wodociąg;2019;[%]";"ogółem;kanalizacja;2019;[%]";"ogółem;gaz;2019;[%]";
1816132;"Trzebownisko (2)";99,9;93,8;83,2;
1816143;"Tyczyn (3)";61,9;65,0;57,1;
1817011;"Sanok (1)";95,2;99,9;96,4;
1817022;"Besko (2)";87,4;91,8;90,0;
1817032;"Bukowsko (2)";76,4;6,3;69,6;
1817042;"Komańcza (2)";56,2;49,6;0,0;
1817052;"Sanok (2)";34,2;60,6;80,8;
1817062;"Tyrawa Wołoska (2)";1,0;12,4;44,5;
1817073;"Zagórz (3)";57,0;63,6;63,1;
1817082;"Zarszyn (2)";44,2;77,5;81,2;
1818011;"Stalowa Wola (1)";96,4;88,7;95,9;
1818022;"Bojanów (2)";99,9;39,3;43,0;
1818032;"Pysznica (2)";95,9;45,7;59,1;
1818042;"Radomyśl nad Sanem (2)";81,8;11,3;43,9;
1818053;"Zaklików (3)";95,1;60,8;30,7;
1818062;"Zaleszany (2)";93,2;51,8;67,3;
1819012;"Czudec (2)";56,5;47,9;62,2;
1819022;"Frysztak (2)";47,9;38,6;76,7;
1819032;"Niebylec (2)";56,9;18,4;59,3;
1819043;"Strzyżów (3)";71,4;37,2;80,2;
1819052;"Wiśniowa (2)";75,9;23,6;77,8;
1820013;"Baranów Sandomierski (3)";87,6;39,1;62,9;
1820022;"Gorzyce (2)";99,5;75,0;84,4;
1820032;"Grębów (2)";99,9;60,6;47,8;
1820043;"Nowa Dęba (3)";100,0;87,8;82,8;
1821012;"Baligród (2)";50,1;31,4;5,3;
1821022;"Cisna (2)";41,2;55,1;0,0;
1821033;"Lesko (3)";70,7;71,9;44,7;
1821042;"Olszanica (2)";23,4;9,6;1,7;
1821052;"Solina (2)";88,5;56,4;11,1;
1861011;"Krosno (1)";94,5;90,6;97,3;
1862011;"Przemyśl (1)";95,3;92,7;75,7;
1863011;"Rzeszów (1)";98,1;95,9;89,3;
1864011;"Tarnobrzeg (1)";98,4;88,1;93,1;
2001011;"Augustów (1)";92,7;90,7;0,3;
2001022;"Augustów (2)";77,1;20,3;0,1;
2001032;"Bargłów Kościelny (2)";88,6;11,4;0,0;
2001043;"Lipsk (3)";73,6;37,1;0,0;
2001052;"Nowinka (2)";78,1;56,6;0,0;
2001062;"Płaska (2)";90,2;0,0;0,1;
2001072;"Sztabin (2)";64,6;21,2;0,0;
2002013;"Choroszcz (3)";83,6;47,1;11,4;
2002023;"Czarna Białostocka (3)";96,3;72,7;0,1;
2002032;"Dobrzyniewo Duże (2)";98,2;49,4;24,6;
2002042;"Gródek (2)";71,4;46,6;0,0;
2002052;"Juchnowiec Kościelny (2)";92,8;67,7;60,4;
2002063;"Łapy (3)";99,1;83,3;7,1;
2002073;"Michałowo (3)";94,0;53,0;0,0;
2002082;"Poświętne (2)";94,6;49,4;25,5;
2002093;"Supraśl (3)";87,4;84,6;48,1;
2002103;"Suraż (3)";96,7;36,5;0,0;
2002112;"Turośń Kościelna (2)";91,2;32,4;25,8;
2002123;"Tykocin (3)";83,7;22,1;0,0;
2002133;"Wasilków (3)";95,6;86,9;50,5;
2002143;"Zabłudów (3)";59,6;24,1;5,7;
2002152;"Zawady (2)";51,9;0,0;0,0;
2003011;"Bielsk Podlaski (1)";96,3;81,5;0,4;
2003021;"Brańsk (1)";99,5;91,8;0,0;
2003032;"Bielsk Podlaski (2)";85,0;15,7;0,0;
2003042;"Boćki (2)";76,8;21,8;0,0;
2003052;"Brańsk (2)";88,6;2,2;0,0;
2003062;"Orla (2)";95,6;22,9;0,0;
2003072;"Rudka (2)";80,1;73,8;0,0;
2003082;"Wyszki (2)";81,6;6,9;2,2;
2004011;"Grajewo (1)";97,5;84,6;0,1;
2004022;"Grajewo (2)";79,9;1,9;0,1;
2004032;"Radziłów (2)";83,6;28,5;0,0;
2004043;"Rajgród (3)";61,0;28,7;0,0;
2004053;"Szczuczyn (3)";89,1;25,8;0,0;
2004062;"Wąsosz (2)";87,9;45,1;0,0;
2005011;"Hajnówka (1)";96,9;87,3;0,0;
2005022;"Białowieża (2)";87,5;68,7;1,1;
2005032;"Czeremcha (2)";93,8;59,3;0,0;
2005042;"Czyże (2)";87,8;17,3;0,0;
2005052;"Dubicze Cerkiewne (2)";94,7;23,5;0,0;
2005062;"Hajnówka (2)";83,7;34,9;0,0;
2005073;"Kleszczele (3)";97,3;35,2;0,0;
2005082;"Narew (2)";72,8;24,4;0,0;
2005092;"Narewka (2)";95,0;50,4;1,0;
2006011;"Kolno (1)";99,9;87,8;0,0;
2006022;"Grabowo (2)";85,3;18,3;0,0;
2006032;"Kolno (2)";76,0;0,0;0,0;
2006042;"Mały Płock (2)";79,7;8,4;0,0;
2006053;"Stawiski (3)";81,8;30,7;0,0;
2006062;"Turośl (2)";50,7;14,1;0,0;
2007013;"Jedwabne (3)";48,8;21,6;0,0;
2007022;"Łomża (2)";97,4;24,9;3,4;
2007032;"Miastkowo (2)";82,1;0,0;0,0;
2007043;"Nowogród (3)";89,5;44,7;0,0;
2007052;"Piątnica (2)";89,5;25,9;5,2;
2007062;"Przytuły (2)";83,9;0,0;0,0;
2007072;"Śniadowo (2)";88,7;19,2;0,0;
2007082;"Wizna (2)";68,3;26,2;0,0;
2007092;"Zbójna (2)";62,7;0,0;0,0;
2008013;"Goniądz (3)";75,8;28,6;0,0;
2008022;"Jasionówka (2)";71,5;21,8;0,0;
2008032;"Jaświły (2)";78,2;30,2;0,0;
2008043;"Knyszyn (3)";91,4;61,4;0,0;
2008052;"Krypno (2)";86,0;49,3;0,1;
2008063;"Mońki (3)";84,2;60,9;0,3;
2008072;"Trzcianne (2)";70,1;28,1;0,0;
2009011;"Sejny (1)";98,8;76,6;0,0;
2009022;"Giby (2)";70,0;0,0;0,0;
2009032;"Krasnopol (2)";42,9;0,0;0,0;
2009042;"Puńsk (2)";94,6;31,8;0,0;
2009052;"Sejny (2)";68,8;0,0;0,0;
2010011;"Siemiatycze (1)";94,3;83,3;43,3;
2010023;"Drohiczyn (3)";83,3;22,4;0,0;
2010032;"Dziadkowice (2)";97,1;22,4;0,0;
2010042;"Grodzisk (2)";89,4;15,0;0,0;
2010052;"Mielnik (2)";93,4;25,2;12,8;
2010062;"Milejczyce (2)";85,3;0,0;0,0;
2010072;"Nurzec-Stacja (2)";74,2;16,0;0,0;
2010082;"Perlejewo (2)";78,3;0,0;0,0;
2010092;"Siemiatycze (2)";80,4;7,2;3,3;
2011013;"Dąbrowa Białostocka (3)";85,1;44,1;0,0;
2011022;"Janów (2)";71,3;18,6;0,0;
2011032;"Korycin (2)";75,6;15,6;0,0;
2011043;"Krynki (3)";85,9;53,7;0,0;
2011052;"Kuźnica (2)";63,6;34,9;0,0;
2011062;"Nowy Dwór (2)";78,3;23,2;0,0;
2011072;"Sidra (2)";66,2;13,9;0,0;
2011083;"Sokółka (3)";84,4;60,1;0,0;
2011093;"Suchowola (3)";87,6;28,0;0,0;
2011102;"Szudziałowo (2)";59,2;21,9;0,0;
2012012;"Bakałarzewo (2)";80,4;52,0;0,0;
2012022;"Filipów (2)";77,8;49,9;0,0;
2012032;"Jeleniewo (2)";94,3;22,2;0,0;
2012042;"Przerośl (2)";70,0;26,7;0,0;
2012052;"Raczki (2)";81,6;40,0;0,0;
2012062;"Rutka-Tartak (2)";94,1;28,3;0,0;
2012072;"Suwałki (2)";86,9;37,8;0,0;
2012082;"Szypliszki (2)";84,9;23,3;0,0;
2012092;"Wiżajny (2)";87,9;26,3;0,0;
2013011;"Wysokie Mazowieckie (1)";97,8;95,8;27,9;
2013023;"Ciechanowiec (3)";89,1;34,9;0,0;
2013033;"Czyżew (3)";94,4;36,1;2,5;
2013042;"Klukowo (2)";97,1;5,8;0,0;
2013052;"Kobylin-Borzymy (2)";92,4;0,0;0,0;
2013062;"Kulesze Kościelne (2)";94,9;0,0;0,0;
2013072;"Nowe Piekuty (2)";89,9;0,0;0,0;
2013082;"Sokoły (2)";93,2;25,7;0,5;
2013093;"Szepietowo (3)";92,2;30,4;0,0;
2013102;"Wysokie Mazowieckie (2)";97,0;2,2;2,7;
2014011;"Zambrów (1)";98,4;93,5;7,6;
2014022;"Kołaki Kościelne (2)";97,5;0,0;0,0;
2014032;"Rutki (2)";81,9;29,6;0,0;
2014042;"Szumowo (2)";95,8;0,0;0,0;
2014052;"Zambrów (2)";95,0;14,5;0,8;
2061011;"Białystok (1)";97,5;96,4;89,6;
2062011;"Łomża (1)";97,3;94,2;22,8;
2063011;"Suwałki (1)";96,4;94,8;21,4;
2201012;"Borzytuchom (2)";95,2;73,6;0,0;
2201023;"Bytów (3)";94,5;88,9;61,0;
2201032;"Czarna Dąbrówka (2)";94,0;64,2;0,2;
2201042;"Kołczygłowy (2)";93,7;64,4;0,0;
2201052;"Lipnica (2)";87,2;61,6;0,0;
2201063;"Miastko (3)";92,5;77,2;3,2;
2201072;"Parchowo (2)";100,0;58,2;0,0;
2201082;"Studzienice (2)";79,5;67,1;0,0;
2201092;"Trzebielino (2)";94,5;80,9;0,0;
2201102;"Tuchomie (2)";94,8;65,8;0,0;
2202011;"Chojnice (1)";100,0;99,4;72,2;
2202023;"Brusy (3)";90,6;76,2;0,0;
2202032;"Chojnice (2)";89,3;66,0;15,4;
2202043;"Czersk (3)";92,3;67,7;21,9;
2202052;"Konarzyny (2)";94,8;80,1;0,0;
2203011;"Człuchów (1)";98,7;96,2;8,3;
2203023;"Czarne (3)";92,5;85,4;2,0;
2203032;"Człuchów (2)";99,9;63,2;4,6;
2203043;"Debrzno (3)";99,9;76,3;0,0;
2203052;"Koczała (2)";73,7;66,5;0,0;
2203062;"Przechlewo (2)";90,0;75,7;0,3;
2203072;"Rzeczenica (2)";94,8;88,5;0,0;
2204011;"Pruszcz Gdański (1)";99,9;99,3;96,3;
2204022;"Cedry Wielkie (2)";98,3;56,5;6,7;
2204032;"Kolbudy (2)";98,7;89,1;60,2;
2204042;"Pruszcz Gdański (2)";99,5;89,8;68,5;
2204052;"Przywidz (2)";96,0;56,6;0,7;
2204062;"Pszczółki (2)";96,8;81,4;46,2;
2204072;"Suchy Dąb (2)";98,7;57,9;8,8;
2204082;"Trąbki Wielkie (2)";87,6;53,6;8,7;
2205012;"Chmielno (2)";99,9;62,2;7,8;
2205023;"Kartuzy (3)";99,6;67,2;18,8;
2205032;"Przodkowo (2)";91,5;62,9;15,9;
2205042;"Sierakowice (2)";89,8;53,2;1,0;
2205052;"Somonino (2)";99,9;76,4;3,1;
2205062;"Stężyca (2)";91,9;51,2;0,2;
2205072;"Sulęczyno (2)";93,0;57,4;0,0;
2205083;"Żukowo (3)";99,2;51,3;75,7;
2206011;"Kościerzyna (1)";99,4;95,3;3,7;
2206022;"Dziemiany (2)";78,0;72,0;0,0;
2206032;"Karsin (2)";78,4;72,5;0,5;
2206042;"Kościerzyna (2)";70,1;54,1;2,9;
2206052;"Liniewo (2)";93,2;50,7;0,0;
2206062;"Lipusz (2)";79,9;77,2;0,0;
2206072;"Nowa Karczma (2)";93,4;55,0;0,4;
2206082;"Stara Kiszewa (2)";70,1;65,4;0,0;
2207011;"Kwidzyn (1)";99,0;94,5;79,3;
2207022;"Gardeja (2)";99,2;57,1;0,1;
2207032;"Kwidzyn (2)";99,8;83,6;31,6;
2207043;"Prabuty (3)";95,8;61,1;45,5;
2207052;"Ryjewo (2)";80,2;38,9;0,2;
2207062;"Sadlinki (2)";81,1;28,3;0,0;
2208011;"Lębork (1)";98,2;94,1;92,5;
2208021;"Łeba (1)";97,7;99,9;7,8;
2208032;"Cewice (2)";89,0;77,9;0,6;
2208042;"Nowa Wieś Lęborska (2)";87,3;40,2;12,3;
2208052;"Wicko (2)";93,2;33,7;1,0;
2209011;"Malbork (1)";99,4;90,6;75,5;
2209032;"Lichnowy (2)";99,9;62,2;0,0;
2209042;"Malbork (2)";95,8;23,5;17,7;
2209062;"Miłoradz (2)";98,0;71,1;0,0;
2209073;"Nowy Staw (3)";100,0;70,3;50,4;
2209082;"Stare Pole (2)";99,8;70,2;34,5;
2210011;"Krynica Morska (1)";99,9;99,9;0,0;
2210023;"Nowy Dwór Gdański (3)";100,0;66,5;31,7;
2210032;"Ostaszewo (2)";100,0;7,2;0,0;
2210042;"Stegna (2)";96,2;86,5;0,0;
2210052;"Sztutowo (2)";96,6;96,0;2,2;
2211011;"Hel (1)";98,4;95,4;0,0;
2211023;"Jastarnia (3)";99,9;98,2;23,5;
2211031;"Puck (1)";98,5;96,9;20,8;
2211043;"Władysławowo (3)";99,1;97,2;28,4;
2211052;"Kosakowo (2)";100,0;96,0;65,3;
2211062;"Krokowa (2)";94,6;88,9;36,1;
2211072;"Puck (2)";97,5;72,3;12,6;
2212011;"Ustka (1)";99,9;98,0;65,2;
2212022;"Damnica (2)";100,0;81,6;0,1;
2212032;"Dębnica Kaszubska (2)";98,8;87,2;0,0;
2212042;"Główczyce (2)";88,0;60,7;0,0;
2212053;"Kępice (3)";88,1;69,8;0,0;
2212062;"Kobylnica (2)";95,9;93,1;34,9;
2212072;"Potęgowo (2)";90,6;67,8;0,0;
2212082;"Słupsk (2)";95,7;87,9;19,1;
2212092;"Smołdzino (2)";97,5;32,1;0,0;
2212102;"Ustka (2)";98,9;76,0;9,2;
2213013;"Czarna Woda (3)";94,7;52,9;0,0;
2213021;"Skórcz (1)";98,3;99,1;0,0;
2213031;"Starogard Gdański (1)";95,7;88,4;75,5;
2213042;"Bobowo (2)";86,8;37,2;0,5;
2213052;"Kaliska (2)";94,0;67,2;0,0;
2213062;"Lubichowo (2)";93,0;32,9;0,0;
2213072;"Osieczna (2)";88,7;0,0;0,0;
2213082;"Osiek (2)";53,5;38,1;0,0;
2213093;"Skarszewy (3)";93,6;56,5;0,1;
2213102;"Skórcz (2)";89,0;38,5;0,0;
2213112;"Smętowo Graniczne (2)";97,2;49,8;0,0;
2213122;"Starogard Gdański (2)";82,1;50,1;17,9;
2213132;"Zblewo (2)";95,9;47,6;0,2;
2214011;"Tczew (1)";99,3;95,3;77,8;
2214023;"Gniew (3)";89,8;64,4;38,5;
2214032;"Morzeszczyn (2)";96,8;56,7;0,0;
2214043;"Pelplin (3)";96,2;77,9;7,2;
2214052;"Subkowy (2)";99,7;64,6;8,4;
2214062;"Tczew (2)";100,0;94,9;50,3;
2215011;"Reda (1)";95,0;77,0;52,5;
2215021;"Rumia (1)";95,9;89,8;79,4;
2215031;"Wejherowo (1)";98,8;98,8;67,1;
2215042;"Choczewo (2)";76,8;41,9;0,0;
2215052;"Gniewino (2)";99,1;77,9;6,1;
2215062;"Linia (2)";92,1;48,5;0,0;
2215072;"Luzino (2)";99,7;86,8;20,5;
2215082;"Łęczyce (2)";88,0;72,2;0,1;
2215092;"Szemud (2)";95,2;48,5;27,4;
2215102;"Wejherowo (2)";84,7;91,3;28,9;
2216013;"Dzierzgoń (3)";89,7;85,8;59,3;
2216022;"Mikołajki Pomorskie (2)";87,9;68,5;0,0;
2216032;"Stary Dzierzgoń (2)";95,3;51,7;0,0;
2216042;"Stary Targ (2)";64,6;21,3;0,0;
2216053;"Sztum (3)";89,8;70,8;52,2;
2261011;"Gdańsk (1)";100,0;96,5;73,7;
2262011;"Gdynia (1)";98,2;94,9;75,3;
2263011;"Słupsk (1)";98,3;95,0;83,0;
2264011;"Sopot (1)";100,0;100,0;80,9;
2401011;"Będzin (1)";99,9;86,9;73,4;
2401021;"Czeladź (1)";99,6;90,1;69,1;
2401031;"Wojkowice (1)";99,9;58,9;37,5;
2401042;"Bobrowniki (2)";99,1;58,8;58,3;
2401052;"Mierzęcice (2)";99,2;67,2;83,4;
2401062;"Psary (2)";99,9;3,2;65,7;
2401073;"Siewierz (3)";99,9;22,8;51,4;
2401081;"Sławków (1)";99,9;49,4;46,9;
2402011;"Szczyrk (1)";48,8;57,3;61,2;
2402022;"Bestwina (2)";95,3;39,4;93,4;
2402032;"Buczkowice (2)";45,4;93,0;68,5;
2402043;"Czechowice-Dziedzice (3)";99,9;73,9;80,9;
2402052;"Jasienica (2)";80,9;15,6;76,6;
2402062;"Jaworze (2)";67,1;71,8;94,4;
2402072;"Kozy (2)";89,1;46,6;95,6;
2402082;"Porąbka (2)";86,1;29,0;82,8;
2402093;"Wilamowice (3)";96,9;56,7;81,5;
2402102;"Wilkowice (2)";87,1;67,7;68,4;
2403011;"Cieszyn (1)";98,2;82,3;92,8;
2403021;"Ustroń (1)";78,0;90,5;83,1;
2403031;"Wisła (1)";46,1;63,8;72,6;
2403042;"Brenna (2)";35,3;62,3;69,3;
2403052;"Chybie (2)";99,1;65,3;75,2;
2403062;"Dębowiec (2)";98,0;44,4;80,5;
2403072;"Goleszów (2)";68,4;19,6;73,6;
2403082;"Hażlach (2)";99,9;48,9;76,6;
2403092;"Istebna (2)";44,9;32,6;0,7;
2403103;"Skoczów (3)";99,5;75,3;92,8;
2403113;"Strumień (3)";95,9;27,7;66,4;
2403122;"Zebrzydowice (2)";84,4;67,6;70,0;
2404013;"Blachownia (3)";95,1;52,4;17,1;
2404022;"Dąbrowa Zielona (2)";85,8;31,0;0,1;
2404032;"Janów (2)";93,5;40,7;0,4;
2404042;"Kamienica Polska (2)";87,2;66,7;48,6;
2404052;"Kłomnice (2)";87,1;38,3;9,7;
2404063;"Koniecpol (3)";73,3;45,4;0,3;
2404072;"Konopiska (2)";88,7;61,4;19,4;
2404082;"Kruszyna (2)";97,6;38,6;0,2;
2404092;"Lelów (2)";89,8;23,9;0,0;
2404102;"Mstów (2)";99,9;37,1;31,7;
2404112;"Mykanów (2)";89,4;34,4;32,5;
2404122;"Olsztyn (2)";99,9;44,3;47,8;
2404132;"Poczesna (2)";97,6;59,0;56,4;
2404142;"Przyrów (2)";82,9;58,3;0,0;
2404152;"Rędziny (2)";97,6;29,3;52,4;
2404162;"Starcza (2)";87,3;79,1;14,4;
2405011;"Knurów (1)";99,9;89,9;75,4;
2405021;"Pyskowice (1)";99,9;94,4;91,4;
2405032;"Gierałtowice (2)";100,0;74,5;16,1;
2405042;"Pilchowice (2)";95,6;28,2;16,8;
2405052;"Rudziniec (2)";100,0;13,4;3,2;
2405063;"Sośnicowice (3)";99,9;45,2;5,5;
2405073;"Toszek (3)";99,9;42,1;29,7;
2405082;"Wielowieś (2)";100,0;48,2;22,6;
2406013;"Kłobuck (3)";94,3;80,1;4,1;
2406023;"Krzepice (3)";99,9;78,6;0,0;
2406032;"Lipie (2)";94,5;24,8;0,0;
2406042;"Miedźno (2)";94,9;52,0;0,0;
2406052;"Opatów (2)";93,6;53,6;0,0;
2406062;"Panki (2)";92,3;47,1;0,0;
2406072;"Popów (2)";95,0;44,4;0,0;
2406082;"Przystajń (2)";96,2;41,8;0,0;
2406092;"Wręczyca Wielka (2)";96,7;36,5;0,1;
2407011;"Lubliniec (1)";92,1;86,0;59,4;
2407022;"Boronów (2)";99,7;95,6;0,0;
2407032;"Ciasna (2)";98,3;68,4;5,0;
2407042;"Herby (2)";99,1;98,2;9,5;
2407052;"Kochanowice (2)";86,4;74,5;0,4;
2407062;"Koszęcin (2)";99,3;80,0;1,0;
2407072;"Pawonków (2)";89,8;26,1;0,5;
2407083;"Woźniki (3)";97,3;51,8;0,3;
2408011;"Łaziska Górne (1)";100,0;90,2;68,5;
2408021;"Mikołów (1)";98,1;81,8;68,7;
2408031;"Orzesze (1)";99,5;43,2;17,7;
2408042;"Ornontowice (2)";99,9;53,8;19,2;
2408052;"Wyry (2)";97,7;74,2;61,1;
2409011;"Myszków (1)";90,0;61,5;65,3;
2409023;"Koziegłowy (3)";88,2;5,0;25,5;
2409032;"Niegowa (2)";99,9;19,4;0,0;
2409042;"Poraj (2)";92,0;39,7;42,0;
2409053;"Żarki (3)";89,0;40,0;31,1;
2410012;"Goczałkowice-Zdrój (2)";98,7;95,5;83,8;
2410022;"Kobiór (2)";98,7;85,4;51,9;
2410032;"Miedźna (2)";99,9;81,9;80,1;
2410042;"Pawłowice (2)";100,0;98,6;68,4;
2410053;"Pszczyna (3)";99,9;55,8;76,6;
2410062;"Suszec (2)";97,5;58,5;60,2;
2411011;"Racibórz (1)";99,1;95,3;86,3;
2411022;"Kornowac (2)";86,8;10,5;6,0;
2411033;"Krzanowice (3)";94,5;43,8;0,2;
2411042;"Krzyżanowice (2)";99,6;0,0;29,8;
2411053;"Kuźnia Raciborska (3)";99,9;50,1;0,3;
2411062;"Nędza (2)";96,7;0,0;0,5;
2411072;"Pietrowice Wielkie (2)";97,2;0,0;6,0;
2411082;"Rudnik (2)";99,8;34,3;4,1;
2412013;"Czerwionka-Leszczyny (3)";98,4;43,2;34,3;
2412022;"Gaszowice (2)";99,9;46,3;0,0;
2412032;"Jejkowice (2)";99,2;49,8;0,0;
2412042;"Lyski (2)";90,8;20,4;0,5;
2412052;"Świerklany (2)";99,9;65,0;48,8;
2413011;"Kalety (1)";95,6;67,1;0,3;
2413021;"Miasteczko Śląskie (1)";98,9;78,9;61,6;
2413031;"Radzionków (1)";98,5;93,2;50,5;
2413041;"Tarnowskie Góry (1)";98,7;86,2;74,4;
2413052;"Krupski Młyn (2)";96,0;94,5;35,0;
2413062;"Ożarowice (2)";99,9;57,9;56,7;
2413072;"Świerklaniec (2)";100,0;45,5;67,3;
2413082;"Tworóg (2)";99,8;44,0;19,2;
2413092;"Zbrosławice (2)";99,2;33,8;26,2;
2414011;"Bieruń (1)";99,3;97,5;57,2;
2414021;"Imielin (1)";99,9;76,9;63,8;
2414031;"Lędziny (1)";99,9;97,6;64,2;
2414042;"Bojszowy (2)";96,8;83,5;0,0;
2414052;"Chełm Śląski (2)";99,9;91,9;54,7;
2415011;"Pszów (1)";99,9;61,7;21,8;
2415021;"Radlin (1)";99,5;81,8;50,1;
2415031;"Rydułtowy (1)";99,9;68,2;20,8;
2415041;"Wodzisław Śląski (1)";97,4;81,7;69,5;
2415052;"Godów (2)";88,5;57,6;25,7;
2415062;"Gorzyce (2)";99,8;52,2;9,5;
2415072;"Lubomia (2)";91,7;4,5;6,7;
2415082;"Marklowice (2)";99,9;58,2;46,1;
2415092;"Mszana (2)";93,7;74,0;33,2;
2416011;"Poręba (1)";99,9;50,8;55,4;
2416021;"Zawiercie (1)";99,0;85,8;76,6;
2416032;"Irządze (2)";93,5;0,0;0,0;
2416042;"Kroczyce (2)";99,9;25,0;0,0;
2416053;"Łazy (3)";99,9;26,4;36,1;
2416063;"Ogrodzieniec (3)";99,9;32,3;48,9;
2416073;"Pilica (3)";93,9;65,0;5,5;
2416083;"Szczekociny (3)";62,8;35,0;0,2;
2416092;"Włodowice (2)";99,9;11,9;11,7;
2416102;"Żarnowiec (2)";88,5;8,2;0,0;
2417011;"Żywiec (1)";89,0;86,6;14,1;
2417022;"Czernichów (2)";44,6;82,3;58,9;
2417032;"Gilowice (2)";62,5;95,2;0,2;
2417042;"Jeleśnia (2)";43,9;49,6;0,0;
2417052;"Koszarawa (2)";0,0;99,8;0,0;
2417062;"Lipowa (2)";76,5;87,5;40,1;
2417072;"Łękawica (2)";61,1;78,9;0,6;
2417082;"Łodygowice (2)";98,9;99,9;48,8;
2417092;"Milówka (2)";33,9;60,4;0,0;
2417102;"Radziechowy-Wieprz (2)";63,8;94,1;0,4;
2417112;"Rajcza (2)";8,6;58,6;0,0;
2417122;"Ślemień (2)";36,8;37,0;0,0;
2417132;"Świnna (2)";41,8;77,9;0,5;
2417142;"Ujsoły (2)";0,0;64,4;0,0;
2417152;"Węgierska Górka (2)";60,5;87,0;0,0;
2461011;"Bielsko-Biała (1)";98,0;85,7;87,9;
2462011;"Bytom (1)";100,0;100,0;81,5;
2463011;"Chorzów (1)";100,0;74,0;79,5;
2464011;"Częstochowa (1)";96,4;88,4;73,1;
2465011;"Dąbrowa Górnicza (1)";99,3;88,7;75,2;
2466011;"Gliwice (1)";97,8;90,6;82,7;
2467011;"Jastrzębie-Zdrój (1)";99,9;86,9;82,4;
2468011;"Jaworzno (1)";98,8;88,8;35,3;
2469011;"Katowice (1)";98,5;95,5;76,4;
2470011;"Mysłowice (1)";99,9;84,0;73,0;
2471011;"Piekary Śląskie (1)";99,9;90,2;57,1;
2472011;"Ruda Śląska (1)";99,1;88,9;70,8;
2473011;"Rybnik (1)";97,3;79,1;58,8;
2474011;"Siemianowice Śląskie (1)";99,9;99,9;90,7;
2475011;"Sosnowiec (1)";100,0;91,3;73,1;
2476011;"Świętochłowice (1)";99,9;99,9;74,1;
2477011;"Tychy (1)";100,0;100,0;84,8;
2478011;"Zabrze (1)";98,3;92,0;77,0;
2479011;"Żory (1)";100,0;97,8;88,5;
2601013;"Busko-Zdrój (3)";93,0;71,0;52,0;
2601022;"Gnojno (2)";79,0;13,6;1,9;
2601033;"Nowy Korczyn (3)";84,8;27,9;43,1;
2601043;"Pacanów (3)";85,5;19,8;22,2;
2601052;"Solec-Zdrój (2)";92,4;57,1;42,2;
2601063;"Stopnica (3)";90,8;61,4;53,8;
2601072;"Tuczępy (2)";99,6;18,1;39,0;
2601083;"Wiślica (3)";97,4;38,8;0,0;
2602012;"Imielno (2)";82,6;0,0;0,0;
2602023;"Jędrzejów (3)";76,7;52,4;2,6;
2602033;"Małogoszcz (3)";94,4;39,8;0,7;
2602042;"Nagłowice (2)";33,8;12,7;0,0;
2602052;"Oksa (2)";89,4;0,0;0,0;
2602063;"Sędziszów (3)";79,8;47,6;0,0;
2602072;"Słupia (2)";23,8;31,6;0,0;
2602082;"Sobków (2)";95,7;47,8;0,1;
2602092;"Wodzisław (2)";80,2;18,1;0,0;
2603012;"Bejsce (2)";75,9;0,0;0,0;
2603022;"Czarnocin (2)";96,2;0,0;0,0;
2603033;"Kazimierza Wielka (3)";70,6;52,0;0,0;
2603043;"Opatowiec (3)";81,7;6,2;0,0;
2603053;"Skalbmierz (3)";94,9;26,2;0,4;
2604012;"Bieliny (2)";99,8;53,3;3,9;
2604023;"Bodzentyn (3)";89,0;58,3;0,0;
2604033;"Chęciny (3)";99,9;32,4;5,1;
2604043;"Chmielnik (3)";99,0;58,5;2,1;
2604053;"Daleszyce (3)";97,9;57,8;1,0;
2604062;"Górno (2)";97,7;43,7;0,3;
2604073;"Łagów (3)";84,6;41,3;0,0;
2604082;"Łopuszno (2)";98,8;8,1;0,0;
2604092;"Masłów (2)";81,9;73,8;7,0;
2604102;"Miedziana Góra (2)";98,4;63,7;15,5;
2604112;"Mniów (2)";95,4;37,9;0,2;
2604123;"Morawica (3)";98,5;77,7;24,9;
2604133;"Nowa Słupia (3)";90,4;28,8;0,7;
2604142;"Piekoszów (2)";99,9;48,1;0,2;
2604153;"Pierzchnica (3)";94,6;27,3;3,3;
2604162;"Raków (2)";92,5;32,7;0,0;
2604172;"Nowiny (2)";99,3;85,2;8,5;
2604182;"Strawczyn (2)";99,9;82,3;0,2;
2604192;"Zagnańsk (2)";94,5;56,0;54,6;
2605012;"Fałków (2)";84,2;58,5;0,3;
2605022;"Gowarczów (2)";98,5;29,1;13,4;
2605033;"Końskie (3)";89,5;75,4;49,3;
2605043;"Radoszyce (3)";85,9;31,6;0,0;
2605052;"Ruda Maleniecka (2)";87,7;14,2;0,0;
2605062;"Słupia Konecka (2)";87,0;0,0;0,0;
2605072;"Smyków (2)";92,6;41,4;0,0;
2605083;"Stąporków (3)";76,5;29,6;3,5;
2606012;"Baćkowice (2)";89,3;38,6;0,0;
2606022;"Iwaniska (2)";75,3;26,8;1,9;
2606032;"Lipnik (2)";88,4;32,9;27,0;
2606043;"Opatów (3)";80,9;49,1;42,0;
2606053;"Ożarów (3)";91,2;48,7;45,2;
2606062;"Sadowie (2)";65,5;0,0;23,4;
2606072;"Tarłów (2)";78,6;22,5;0,0;
2606082;"Wojciechowice (2)";95,4;21,5;28,9;
2607011;"Ostrowiec Świętokrzyski (1)";98,7;89,2;80,8;
