"Kod";"Nazwa";"ogółem;2018;[osoba]";
3024053;"Ostroróg (3)";76;
3024063;"Pniewy (3)";146;
3024073;"Szamotuły (3)";453;
3024083;"Wronki (3)";170;
3025012;"Dominowo (2)";89;
3025022;"Krzykosy (2)";138;
3025032;"Nowe Miasto nad Wartą (2)";225;
3025043;"Środa Wielkopolska (3)";797;
3025052;"Zaniemyśl (2)";142;
3026012;"Brodnica (2)";62;
3026023;"Dolsk (3)";51;
3026033;"Książ Wielkopolski (3)";78;
3026043;"Śrem (3)";254;
3027011;"Turek (1)";576;
3027022;"Brudzew (2)";114;
3027033;"Dobra (3)";110;
3027042;"Kawęczyn (2)";89;
3027052;"Malanów (2)";109;
3027062;"Przykona (2)";76;
3027073;"Tuliszków (3)";221;
3027082;"Turek (2)";143;
3027092;"Władysławów (2)";199;
3028011;"Wągrowiec (1)";450;
3028022;"Damasławek (2)";132;
3028033;"Gołańcz (3)";192;
3028042;"Mieścisko (2)";113;
3028053;"Skoki (3)";166;
3028062;"Wapno (2)";81;
3028072;"Wągrowiec (2)";226;
3029012;"Przemęt (2)";93;
3029022;"Siedlec (2)";82;
3029033;"Wolsztyn (3)";235;
3030012;"Kołaczkowo (2)";103;
3030023;"Miłosław (3)";153;
3030033;"Nekla (3)";85;
3030043;"Pyzdry (3)";136;
3030053;"Września (3)";677;
3031011;"Złotów (1)";538;
3031023;"Jastrowie (3)";445;
3031033;"Krajenka (3)";208;
3031042;"Lipka (2)";189;
3031053;"Okonek (3)";243;
3031062;"Tarnówka (2)";107;
3031072;"Zakrzewo (2)";144;
3031082;"Złotów (2)";363;
3061011;"Kalisz (1)";1265;
3062011;"Konin (1)";2225;
3063011;"Leszno (1)";1187;
3064011;"Poznań (1)";4214;
3201011;"Białogard (1)";1165;
3201022;"Białogard (2)";565;
3201033;"Karlino (3)";583;
3201043;"Tychowo (3)";447;
3202012;"Bierzwnik (2)";241;
3202023;"Choszczno (3)";762;
3202033;"Drawno (3)";317;
3202042;"Krzęcin (2)";192;
3202053;"Pełczyce (3)";420;
3202063;"Recz (3)";321;
3203013;"Czaplinek (3)";520;
3203023;"Drawsko Pomorskie (3)";538;
3203033;"Kalisz Pomorski (3)";351;
3203042;"Ostrowice (2)";114;
3203052;"Wierzchowo (2)";221;
3203063;"Złocieniec (3)";755;
3204023;"Goleniów (3)";503;
3204033;"Maszewo (3)";217;
3204043;"Nowogard (3)";732;
3204052;"Osina (2)";81;
3204062;"Przybiernów (2)";144;
3204073;"Stepnica (3)";126;
3205012;"Brojce (2)";109;
3205023;"Gryfice (3)";630;
3205032;"Karnice (2)";150;
3205043;"Płoty (3)";298;
3205072;"Rewal (2)";86;
3205083;"Trzebiatów (3)";399;
3206012;"Banie (2)";202;
3206023;"Cedynia (3)";199;
3206033;"Chojna (3)";555;
3206043;"Gryfino (3)";493;
3206053;"Mieszkowice (3)";279;
3206063;"Moryń (3)";169;
3206072;"Stare Czarnowo (2)";73;
3206083;"Trzcińsko-Zdrój (3)";227;
3206092;"Widuchowa (2)";200;
3207013;"Dziwnów (3)";201;
3207023;"Golczewo (3)";270;
3207033;"Kamień Pomorski (3)";639;
3207043;"Międzyzdroje (3)";229;
3207052;"Świerzno (2)";292;
3207063;"Wolin (3)";685;
3208011;"Kołobrzeg (1)";391;
3208022;"Dygowo (2)";72;
3208033;"Gościno (3)";44;
3208042;"Kołobrzeg (2)";98;
3208052;"Rymań (2)";52;
3208062;"Siemyśl (2)";22;
3208072;"Ustronie Morskie (2)";40;
3209012;"Będzino (2)";330;
3209022;"Biesiekierz (2)";203;
3209033;"Bobolice (3)";389;
3209042;"Manowo (2)";201;
3209053;"Mielno (3)";157;
3209063;"Polanów (3)";419;
3209073;"Sianów (3)";506;
3209082;"Świeszyno (2)";271;
3210013;"Barlinek (3)";498;
3210022;"Boleszkowice (2)";58;
3210033;"Dębno (3)";502;
3210043;"Myślibórz (3)";477;
3210052;"Nowogródek Pomorski (2)";119;
3211012;"Dobra (Szczecińska) (2)";368;
3211022;"Kołbaskowo (2)";225;
3211033;"Nowe Warpno (3)";66;
3211043;"Police (3)";728;
3212012;"Bielice (2)";83;
3212022;"Kozielice (2)";118;
3212033;"Lipiany (3)";285;
3212042;"Przelewice (2)";286;
3212053;"Pyrzyce (3)";516;
3212062;"Warnice (2)";122;
3213011;"Darłowo (1)";586;
3213021;"Sławno (1)";515;
3213032;"Darłowo (2)";344;
3213042;"Malechowo (2)";318;
3213052;"Postomino (2)";299;
3213062;"Sławno (2)";478;
3214011;"Stargard (1)";1445;
3214023;"Chociwel (3)";193;
3214033;"Dobrzany (3)";150;
3214042;"Dolice (2)";257;
3214053;"Ińsko (3)";112;
3214062;"Kobylanka (2)";101;
3214082;"Marianowo (2)";91;
3214092;"Stara Dąbrowa (2)";150;
3214102;"Stargard (2)";323;
3214113;"Suchań (3)";128;
3215011;"Szczecinek (1)";1451;
3215023;"Barwice (3)";769;
3215033;"Biały Bór (3)";397;
3215043;"Borne Sulinowo (3)";451;
3215052;"Grzmiąca (2)";292;
3215062;"Szczecinek (2)";501;
3216011;"Świdwin (1)";538;
3216022;"Brzeżno (2)";147;
3216033;"Połczyn-Zdrój (3)";753;
3216042;"Rąbino (2)";176;
3216052;"Sławoborze (2)";180;
3216062;"Świdwin (2)";269;
3217011;"Wałcz (1)";545;
3217023;"Człopa (3)";158;
3217033;"Mirosławiec (3)";165;
3217043;"Tuczno (3)";130;
3217052;"Wałcz (2)";387;
3218013;"Dobra (3)";252;
3218023;"Łobez (3)";661;
3218032;"Radowo Małe (2)";252;
3218043;"Resko (3)";584;
3218053;"Węgorzyno (3)";404;
3261011;"Koszalin (1)";2514;
3262011;"Szczecin (1)";4576;
3263011;"Świnoujście (1)";614;
