"Kod";"Nazwa";"imprezy;ogółem;2016;[szt.]";"imprezy;ogółem;2017;[szt.]";"imprezy;ogółem;2018;[szt.]";"imprezy;ogółem;2019;[szt.]";"uczestnicy imprez;ogółem;2016;[osoba]";"uczestnicy imprez;ogółem;2017;[osoba]";"uczestnicy imprez;ogółem;2018;[osoba]";"uczestnicy imprez;ogółem;2019;[osoba]";
1002043;"Krośniewice (3)";113;100;74;64;10543;9774;8108;7093;
1002052;"Krzyżanów (2)";23;20;18;16;3350;2600;2650;3210;
1002062;"Kutno (2)";18;19;20;20;8300;9000;8000;8000;
1002072;"Łanięta (2)";9;7;5;5;2680;2150;1560;1142;
1002102;"Strzelce (2)";31;26;7;7;439;694;1034;1188;
1002113;"Żychlin (3)";68;69;53;61;14200;12671;10745;18270;
1003012;"Buczek (2)";19;21;18;17;3000;9135;12045;10000;
1003023;"Łask (3)";166;89;134;121;25182;18110;17570;23771;
1003032;"Sędziejowice (2)";46;46;44;39;15424;17910;15238;14145;
1003042;"Widawa (2)";6;15;21;29;350;1000;1380;10950;
1003052;"Wodzierady (2)";2;3;2;5;700;400;700;550;
1004011;"Łęczyca (1)";55;55;55;61;4820;4820;4820;5550;
1004042;"Grabów (2)";6;8;16;19;2750;2730;2679;2765;
1004062;"Piątek (2)";39;24;25;6;7820;820;840;225;
1004072;"Świnice Warckie (2)";28;26;31;23;4690;2520;4010;3020;
1004082;"Witonia (2)";27;17;19;22;2640;1764;1280;1280;
1005011;"Łowicz (1)";141;142;106;89;44110;39489;38111;39310;
1005042;"Domaniewice (2)";71;84;100;100;9394;10220;11372;10552;
1005052;"Kiernozia (2)";48;13;56;70;7580;6904;11460;17360;
1005082;"Łyszkowice (2)";18;26;45;46;3470;8650;6840;10240;
1005092;"Nieborów (2)";0;28;30;32;0;1116;1098;1190;
1005102;"Zduny (2)";42;41;45;45;3790;3020;4060;5060;
1006022;"Andrespol (2)";22;26;29;21;3150;2330;1735;4200;
1006032;"Brójce (2)";60;91;92;89;5843;6072;6734;6229;
1006073;"Koluszki (3)";30;22;11;9;5300;4150;1660;5200;
1006082;"Nowosolna (2)";0;37;23;18;0;3740;1898;1710;
1006103;"Rzgów (3)";45;91;91;35;8270;10210;10210;9310;
1006113;"Tuszyn (3)";15;29;21;15;275;620;600;1125;
1007023;"Drzewica (3)";53;58;24;43;15300;17555;7750;11320;
1007032;"Mniszków (2)";15;11;10;8;1750;1205;930;530;
1007043;"Opoczno (3)";1097;994;785;889;29086;26382;19568;21298;
1007062;"Poświętne (2)";28;28;29;18;2643;4520;2660;2140;
1007072;"Sławno (2)";7;7;7;7;5000;6000;6500;6300;
1008011;"Konstantynów Łódzki (1)";68;68;64;47;9200;17270;10800;5500;
1008021;"Pabianice (1)";264;312;298;242;17496;33427;33981;20110;
1008032;"Dłutów (2)";61;64;29;41;3799;2612;2270;2660;
1008042;"Dobroń (2)";14;47;44;43;760;1650;1078;1485;
1008052;"Ksawerów (2)";59;76;150;110;9617;9277;7744;5612;
1008062;"Lutomiersk (2)";50;51;50;51;1300;7950;7920;7980;
1008072;"Pabianice (2)";0;0;0;12;0;0;0;1040;
1009013;"Działoszyn (3)";85;112;160;71;22480;17417;14174;10005;
1009022;"Kiełczygłów (2)";64;59;67;56;560;590;610;580;
1009043;"Pajęczno (3)";30;32;35;40;1780;1900;2100;2200;
1009052;"Rząśnia (2)";112;105;146;184;2243;1815;2554;2721;
1010012;"Aleksandrów (2)";13;14;13;11;1180;1080;1176;1044;
1010032;"Gorzkowice (2)";4;60;32;29;670;1222;1382;1430;
1010062;"Moszczenica (2)";24;21;21;22;1254;1090;1182;962;
1010093;"Sulejów (3)";46;13;27;29;5390;2750;7635;7320;
1010102;"Wola Krzysztoporska (2)";54;42;38;35;24124;17918;22535;34078;
1010113;"Wolbórz (3)";13;11;10;107;2000;2000;1900;15760;
1011033;"Poddębice (3)";99;71;64;89;11084;6837;14087;9577;
1011043;"Uniejów (3)";35;20;31;34;3950;2550;600;610;
1012011;"Radomsko (1)";322;319;276;203;63790;48750;57007;37254;
1012032;"Gidle (2)";47;60;81;56;850;1555;1565;1945;
1012062;"Kobiele Wielkie (2)";62;93;80;66;5506;6310;13600;21180;
1012102;"Masłowice (2)";4;1;0;0;150;50;0;0;
1012113;"Przedbórz (3)";149;128;114;131;20650;18664;12890;14750;
1012132;"Wielgomłyny (2)";27;29;30;26;3090;3530;1900;1510;
1012142;"Żytno (2)";8;9;5;7;1500;743;1030;1340;
1013011;"Rawa Mazowiecka (1)";105;89;100;107;20420;16950;20950;20150;
1013023;"Biała Rawska (3)";42;55;49;34;6700;8100;8100;5650;
1013032;"Cielądz (2)";14;58;51;17;976;804;692;282;
1014011;"Sieradz (1)";390;601;705;218;52295;86990;83451;60022;
1014023;"Błaszki (3)";9;26;28;36;14755;7850;8250;12090;
1014042;"Brzeźnio (2)";18;17;18;18;3400;3300;3800;3800;
1014052;"Burzenin (2)";29;15;27;22;3050;3990;4032;4485;
1014062;"Goszczanów (2)";51;64;61;49;5357;5510;5240;6250;
1014072;"Klonowa (2)";6;5;5;6;1230;1016;1150;1181;
1014082;"Sieradz (2)";5;6;6;4;120;120;120;100;
1014093;"Warta (3)";29;29;29;27;10790;10790;10790;10770;
1014102;"Wróblew (2)";67;61;28;28;2510;3515;3500;3500;
1014113;"Złoczew (3)";26;34;36;35;2820;3660;3760;3380;
1015012;"Bolimów (2)";143;47;62;115;4820;3207;4268;4540;
1015032;"Godzianów (2)";24;0;0;14;1341;0;0;876;
1015052;"Lipce Reymontowskie (2)";61;75;77;69;3195;17500;15200;11900;
1015092;"Słupia (2)";20;30;218;19;808;1088;3636;1722;
1016011;"Tomaszów Mazowiecki (1)";370;358;446;516;32616;34960;33002;68703;
1016042;"Czerniewice (2)";8;9;13;8;7030;5550;5340;4200;
1016052;"Inowłódz (2)";101;83;98;83;5810;3994;4650;3764;
1016062;"Lubochnia (2)";12;12;20;33;2890;1760;3810;5570;
1016072;"Rokiciny (2)";15;15;15;13;1550;1255;1350;1050;
1016082;"Rzeczyca (2)";42;42;40;40;2250;2302;2319;2319;
1016102;"Ujazd (2)";88;70;70;38;7521;7650;7712;5071;
1016112;"Żelechlinek (2)";23;24;24;27;4000;4080;4005;1350;
1017012;"Biała (2)";147;117;58;110;6230;4050;5080;7097;
1017022;"Czarnożyły (2)";32;31;32;21;2172;1300;1285;2177;
1017032;"Konopnica (2)";47;50;43;48;5650;6050;5805;5570;
1017042;"Mokrsko (2)";102;68;82;126;1427;953;996;1519;
1017052;"Osjaków (2)";17;17;12;12;3075;3080;3200;3250;
1017062;"Ostrówek (2)";17;19;25;41;2125;2460;2450;2251;
1017082;"Skomlin (2)";2;4;4;1;70;200;200;300;
1017093;"Wieluń (3)";377;420;377;391;13705;12104;16180;18920;
1018012;"Bolesławiec (2)";20;22;21;27;1679;1497;1582;3040;
1018022;"Czastary (2)";32;40;25;35;3340;3690;2895;4060;
1018032;"Galewice (2)";26;26;26;24;2850;2450;3850;4250;
1018042;"Lututów (2)";29;39;43;81;1720;1990;1670;2900;
1018062;"Sokolniki (2)";20;23;22;22;3590;3010;2795;2960;
1018073;"Wieruszów (3)";124;44;76;42;19969;6510;9702;10730;
1019011;"Zduńska Wola (1)";375;408;373;227;50403;79306;69085;32385;
1019023;"Szadek (3)";23;49;72;80;5300;6626;9146;6700;
1019032;"Zapolice (2)";62;60;76;60;8096;8115;8110;6782;
1020011;"Głowno (1)";85;80;84;80;18056;14824;15796;12138;
1020021;"Ozorków (1)";47;54;64;74;4949;4878;4170;4946;
1020031;"Zgierz (1)";549;645;499;616;59290;63280;57710;64320;
1020062;"Ozorków (2)";50;75;132;45;3605;4030;5800;5250;
1020083;"Stryków (3)";186;192;196;190;26270;25911;25724;25994;
1020092;"Zgierz (2)";69;47;48;57;21553;18035;21003;11069;
1021011;"Brzeziny (1)";0;33;15;24;0;2190;3380;1720;
1021042;"Jeżów (2)";35;47;55;59;2090;2046;1999;2165;
1061011;"Łódź (1)";2742;4348;4439;4068;203027;212449;241979;243700;
1062011;"Piotrków Trybunalski (1)";358;380;366;387;64938;68664;67950;57718;
1063011;"Skierniewice (1)";227;408;617;508;72102;93593;114235;124870;
1201011;"Bochnia (1)";137;135;103;92;84620;35005;43850;32560;
1201022;"Bochnia (2)";394;494;519;731;22820;24517;41450;34695;
1201032;"Drwinia (2)";56;56;56;56;9750;9750;9750;9750;
1201042;"Lipnica Murowana (2)";36;43;48;50;22900;9575;9630;20990;
1201052;"Łapanów (2)";48;57;67;59;3975;4035;7250;8170;
1201063;"Nowy Wiśnicz (3)";95;52;49;47;22525;18622;22595;26253;
1201072;"Rzezawa (2)";76;80;68;102;3895;3703;4065;3581;
1201082;"Trzciana (2)";67;100;115;120;7727;7347;9482;10154;
1201092;"Żegocina (2)";15;198;22;15;4343;6483;3274;4570;
1202012;"Borzęcin (2)";202;211;221;194;16096;31896;27489;26691;
1202023;"Brzesko (3)";256;235;259;276;51586;38270;51246;61280;
1202033;"Czchów (3)";68;50;56;57;11690;11652;11300;18845;
1202042;"Dębno (2)";102;106;109;108;55640;57260;55670;53880;
1202052;"Gnojnik (2)";99;107;78;113;9455;10530;10148;11244;
1202062;"Iwkowa (2)";138;146;140;185;8480;6630;8530;10880;
1202072;"Szczurowa (2)";39;28;52;47;21230;20360;38199;19146;
1203013;"Alwernia (3)";31;34;54;49;9500;7400;8448;8223;
1203022;"Babice (2)";403;420;383;423;11685;13540;16520;6630;
1203033;"Chrzanów (3)";298;373;406;536;109502;100305;126166;130868;
1203043;"Libiąż (3)";183;166;202;213;37798;35945;33825;28382;
1203053;"Trzebinia (3)";680;601;650;712;64289;58267;70691;67340;
1204023;"Dąbrowa Tarnowska (3)";40;18;14;14;21720;5164;940;950;
1204032;"Gręboszów (2)";33;24;24;25;1587;930;1866;2711;
1204052;"Olesno (2)";107;318;225;224;28660;44442;51707;51815;
1204073;"Szczucin (3)";96;80;87;122;10935;10958;11463;14985;
1205011;"Gorlice (1)";426;266;282;267;43509;26241;27520;27885;
1205023;"Biecz (3)";30;26;24;38;6220;10845;10860;1340;
1205033;"Bobowa (3)";37;35;44;37;8375;9196;9371;7399;
1205042;"Gorlice (2)";285;327;292;272;42145;39802;30733;35110;
1205052;"Lipinki (2)";39;39;40;53;2678;3112;3050;3786;
1205062;"Łużna (2)";144;67;178;126;12985;9606;10572;7365;
1205072;"Moszczenica (2)";53;34;40;35;4850;4540;5090;3700;
1205082;"Ropa (2)";60;78;80;140;10941;13949;15948;25910;
1205092;"Sękowa (2)";66;127;130;140;5970;11035;13418;14155;
1205102;"Uście Gorlickie (2)";26;40;55;49;5130;6940;7340;4970;
1206022;"Igołomia-Wawrzeńczyce (2)";14;27;23;22;757;1393;1195;1199;
1206032;"Iwanowice (2)";25;25;44;39;5800;5800;8200;3970;
1206042;"Jerzmanowice-Przeginia (2)";63;68;87;127;12210;13200;16290;18730;
1206052;"Kocmyrzów-Luborzyca (2)";31;40;43;41;5160;3700;3900;3960;
1206063;"Krzeszowice (3)";77;183;86;94;6287;27595;6950;11520;
1206082;"Michałowice (2)";43;45;48;49;10950;11225;11381;11542;
1206092;"Mogilany (2)";65;44;40;35;11639;9842;11450;11518;
1206103;"Skała (3)";46;44;53;41;4200;5000;3970;3740;
1206113;"Skawina (3)";174;186;184;150;36191;33220;22456;27369;
1206123;"Słomniki (3)";116;64;64;49;13120;10400;10250;7460;
1206132;"Sułoszowa (2)";2;2;19;47;2600;3500;5630;6010;
1206143;"Świątniki Górne (3)";9;40;28;19;1308;3222;1924;3153;
1206152;"Wielka Wieś (2)";48;16;32;20;8350;6330;12330;4000;
1206162;"Zabierzów (2)";54;64;54;35;6300;7050;7915;6500;
1206172;"Zielonki (2)";26;33;57;40;9666;12550;22599;15125;
1207011;"Limanowa (1)";77;27;31;30;21050;11867;6580;6225;
1207021;"Mszana Dolna (1)";28;30;25;19;15680;17290;18443;9995;
1207032;"Dobra (2)";29;27;31;23;14200;13750;15935;6340;
1207052;"Kamienica (2)";47;52;54;55;11760;13900;16340;16640;
1207062;"Laskowa (2)";15;15;15;16;4100;4600;6600;7150;
1207082;"Łukowica (2)";110;108;100;85;18410;17320;14960;10030;
1207102;"Niedźwiedź (2)";14;15;15;14;3600;7100;5100;4100;
1207122;"Tymbark (2)";25;22;28;22;510;506;718;667;
1208012;"Charsznica (2)";5;9;5;7;2850;10077;2890;4365;
1208032;"Kozłów (2)";65;22;54;25;6350;1170;3920;2200;
1208053;"Miechów (3)";25;18;17;17;7210;4377;2800;2800;
1209013;"Dobczyce (3)";167;191;218;216;36654;38897;39800;41000;
1209022;"Lubień (2)";16;19;15;20;4420;5490;5100;7000;
1209033;"Myślenice (3)";185;221;237;130;42517;29887;32667;11424;
1209042;"Pcim (2)";30;30;34;44;2310;2240;3230;4850;
1209062;"Siepraw (2)";29;21;21;20;4410;3870;4080;4510;
1209073;"Sułkowice (3)";65;163;130;73;13680;19650;19570;17750;
1209082;"Tokarnia (2)";19;32;77;76;4930;6250;5858;5950;
1209092;"Wiśniowa (2)";257;122;141;141;18830;16100;23500;23600;
1210011;"Grybów (1)";35;19;39;35;22555;7295;16590;8783;
1210022;"Chełmiec (2)";117;22;12;14;6445;3325;2412;2495;
1210032;"Gródek nad Dunajcem (2)";29;37;36;43;1900;2765;2610;2840;
1210042;"Grybów (2)";150;195;204;241;44037;70085;90370;39967;
1210052;"Kamionka Wielka (2)";112;124;127;103;19774;18974;24288;19804;
1210062;"Korzenna (2)";54;55;60;53;5935;3585;5900;5415;
1210073;"Krynica-Zdrój (3)";313;360;408;149;193732;202987;176779;209220;
1210082;"Łabowa (2)";56;56;59;53;7790;8500;8411;10598;
1210092;"Łącko (2)";64;69;65;56;34460;36340;33565;25500;
1210102;"Łososina Dolna (2)";34;47;43;45;13250;12800;14890;9500;
1210113;"Muszyna (3)";92;84;104;93;11413;13170;17577;10759;
1210122;"Nawojowa (2)";30;32;26;25;3541;3615;4540;3634;
1210133;"Piwniczna-Zdrój (3)";100;110;103;111;31850;30970;29070;28390;
1210142;"Podegrodzie (2)";103;107;110;111;12390;12555;13375;13690;
1210163;"Stary Sącz (3)";173;67;61;60;30725;23449;21494;27748;
1211011;"Nowy Targ (1)";342;349;607;528;49165;63670;68980;63980;
1211023;"Szczawnica (3)";109;109;66;66;39899;41696;9726;12052;
1211032;"Czarny Dunajec (2)";44;49;65;60;11320;10130;13310;3380;
1211042;"Czorsztyn (2)";41;40;43;39;9392;9855;5700;7720;
1211052;"Jabłonka (2)";97;93;41;45;14638;13210;8600;8750;
1211062;"Krościenko nad Dunajcem (2)";45;48;48;22;4230;4295;4295;930;
1211072;"Lipnica Wielka (2)";30;44;44;49;6338;5450;7100;6900;
1211082;"Łapsze Niżne (2)";10;11;12;10;3750;3800;4280;3310;
1211092;"Nowy Targ (2)";1056;685;931;953;36398;34200;41364;51641;
1211102;"Ochotnica Dolna (2)";107;98;94;133;16350;15390;14405;18586;
1211112;"Raba Wyżna (2)";66;64;75;72;2850;3950;19300;18820;
1211123;"Rabka-Zdrój (3)";2017;179;168;185;85288;72600;52100;45000;
1211132;"Spytkowice (2)";19;18;0;26;1830;1710;0;4520;
1211142;"Szaflary (2)";38;39;18;24;2730;680;2100;2050;
1212011;"Bukowno (1)";278;289;255;382;9787;10754;19460;21300;
1212032;"Bolesław (2)";275;280;294;242;20300;21640;21505;20770;
1212042;"Klucze (2)";74;59;39;68;8043;7435;4847;2780;
1212053;"Olkusz (3)";273;339;342;379;48665;51358;79992;80135;
1212073;"Wolbrom (3)";133;172;173;150;36940;40200;46230;36940;
1213011;"Oświęcim (1)";436;462;429;628;139010;135790;130620;157360;
1213023;"Brzeszcze (3)";540;302;610;804;26457;25335;21744;22092;
1213033;"Chełmek (3)";291;170;171;180;26166;30000;24476;25252;
1213043;"Kęty (3)";329;302;293;317;69740;62410;64650;73083;
1213052;"Osiek (2)";17;29;22;27;7060;7357;5976;5855;
1213062;"Oświęcim (2)";78;89;89;97;5480;5815;6220;6780;
1213072;"Polanka Wielka (2)";28;14;21;13;8665;2560;4035;3895;
1213093;"Zator (3)";257;287;271;265;39055;38050;43363;31590;
1214012;"Koniusza (2)";13;13;12;12;1100;1100;850;850;
1214033;"Nowe Brzesko (3)";24;40;35;66;2200;2800;2200;4500;
1214042;"Pałecznica (2)";14;8;14;7;3250;960;1020;390;
1214053;"Proszowice (3)";83;72;61;56;25630;22680;19030;16480;
1214062;"Radziemice (2)";11;20;24;26;593;558;577;648;
1215011;"Jordanów (1)";56;52;21;54;2580;3310;2800;2960;
1215021;"Sucha Beskidzka (1)";75;71;76;74;7610;6945;5103;6109;
1215042;"Bystra-Sidzina (2)";28;27;29;33;6445;7550;7025;8170;
1215052;"Jordanów (2)";291;412;462;502;9308;11664;9180;15850;
1215063;"Maków Podhalański (3)";35;46;46;37;8481;9164;9940;7534;
1215072;"Stryszawa (2)";39;41;43;40;9512;9315;10400;10070;
1215082;"Zawoja (2)";72;83;103;105;14000;13495;14360;14610;
1215092;"Zembrzyce (2)";26;17;17;17;2000;1195;1195;1195;
1216013;"Ciężkowice (3)";43;57;63;53;9387;26470;12579;10910;
1216022;"Gromnik (2)";48;37;43;35;5980;8190;7900;8180;
1216032;"Lisia Góra (2)";46;46;41;58;13430;15700;17610;29180;
1216042;"Pleśna (2)";87;99;97;98;9440;12580;14130;13370;
1216053;"Radłów (3)";171;173;173;173;18470;22760;22760;22760;
1216063;"Ryglice (3)";92;59;57;61;12820;9190;8680;10670;
1216072;"Rzepiennik Strzyżewski (2)";180;141;169;460;8127;7089;10678;7155;
1216082;"Skrzyszów (2)";45;36;106;140;2858;2342;2783;6400;
1216103;"Tuchów (3)";90;96;82;70;34120;34150;30840;28480;
1216112;"Wierzchosławice (2)";0;44;22;12;0;1690;867;1220;
1216122;"Wietrzychowice (2)";261;58;69;7;4520;3950;3970;340;
1216133;"Wojnicz (3)";42;50;48;48;5050;12850;13580;13580;
1216143;"Zakliczyn (3)";25;23;29;31;4040;3570;7120;32190;
1216153;"Żabno (3)";82;85;92;86;20340;21120;33803;36045;
1216162;"Szerzyny (2)";123;269;200;172;15054;26792;15184;10722;
1217011;"Zakopane (1)";130;153;59;65;20700;20750;15600;17100;
1217022;"Biały Dunajec (2)";31;34;37;37;5200;4850;5000;8000;
1217032;"Bukowina Tatrzańska (2)";83;96;89;171;33380;36530;39875;53344;
1217042;"Kościelisko (2)";47;53;59;61;2930;6200;7000;6930;
1217052;"Poronin (2)";39;40;35;34;6480;8000;6850;5500;
1218013;"Andrychów (3)";586;309;186;242;34180;19711;12527;13494;
1218022;"Brzeźnica (2)";90;100;81;122;5779;7929;7003;12740;
1218033;"Kalwaria Zebrzydowska (3)";83;83;83;83;34100;34100;34100;34100;
1218042;"Lanckorona (2)";50;94;58;42;2240;4250;2010;2910;
1218052;"Mucharz (2)";109;93;109;80;3450;4080;3775;2635;
1218062;"Spytkowice (2)";225;171;285;172;5383;5546;6523;6031;
1218072;"Stryszów (2)";78;97;95;116;3338;3851;3446;4811;
1218082;"Tomice (2)";49;70;68;101;3048;4818;4380;5220;
1218093;"Wadowice (3)";95;142;110;95;13910;23597;22772;14779;
1218102;"Wieprz (2)";363;288;299;295;29465;24400;22280;22790;
1219012;"Biskupice (2)";0;0;0;76;0;0;0;2580;
1219022;"Gdów (2)";30;33;67;49;31120;32980;15757;18059;
1219043;"Niepołomice (3)";43;128;180;293;7847;9929;12173;16473;
1219053;"Wieliczka (3)";136;181;180;155;27365;30905;31321;38338;
1261011;"Kraków (1)";8498;8088;8123;9036;1350143;730462;841393;896077;
1262011;"Nowy Sącz (1)";559;806;878;1942;131093;193001;180267;318797;
1263011;"Tarnów (1)";493;280;352;483;101617;130391;134148;146128;
1401013;"Białobrzegi (3)";16;17;22;22;1210;1970;2580;2970;
1402011;"Ciechanów (1)";189;239;246;221;46852;48479;107674;76992;
1402033;"Glinojeck (3)";55;62;68;70;7480;8070;9120;9015;
1402052;"Grudusk (2)";0;41;34;46;0;2862;2932;2468;
1402062;"Ojrzeń (2)";0;0;0;3;0;0;0;850;
1402072;"Opinogóra Górna (2)";23;26;28;29;2245;3090;3450;3750;
1402092;"Sońsk (2)";59;59;25;6;7700;7700;6160;1060;
1403011;"Garwolin (1)";92;100;140;83;22045;21370;23050;18980;
1403021;"Łaskarzew (1)";16;18;24;30;1070;980;314;2540;
1403032;"Borowie (2)";38;73;45;34;1630;6134;3420;2769;
1403042;"Garwolin (2)";238;492;526;246;3100;12065;15180;11335;
1403062;"Łaskarzew (2)";75;88;111;117;3605;2657;5230;4900;
1403072;"Maciejowice (2)";19;19;18;23;2150;2330;2220;2660;
1403103;"Pilawa (3)";62;45;36;45;11450;12075;1992;4074;
1403112;"Sobolew (2)";15;65;57;65;2600;4750;10270;8560;
1403132;"Wilga (2)";190;190;215;205;7744;7745;11332;10974;
1403143;"Żelechów (3)";31;35;38;57;3550;4910;5800;6240;
1404011;"Gostynin (1)";92;68;84;67;6511;6990;11060;8430;
1404022;"Gostynin (2)";11;23;35;33;2310;3290;8585;7700;
1404043;"Sanniki (3)";;;24;4;;;3400;1430;
1404052;"Szczawin Kościelny (2)";17;12;13;14;2180;2260;2650;2911;
1405011;"Milanówek (1)";250;152;204;539;25515;23300;28080;26900;
1405021;"Podkowa Leśna (1)";174;163;126;127;11959;11291;10524;11968;
1405043;"Grodzisk Mazowiecki (3)";120;172;221;325;23905;32874;36800;57180;
1405062;"Żabia Wola (2)";80;92;114;146;6230;10940;12310;13600;
1406032;"Chynów (2)";31;35;0;2;1111;1626;0;65;
1406053;"Grójec (3)";158;166;101;84;20550;21390;15290;19230;
1406073;"Mogielnica (3)";60;62;62;59;13150;10680;11250;8702;
1406083;"Nowe Miasto nad Pilicą (3)";0;7;16;9;0;1110;778;405;
1406113;"Warka (3)";128;132;91;80;43200;36620;31140;32480;
1407053;"Kozienice (3)";89;114;168;247;27234;30741;42124;45571;
1408011;"Legionowo (1)";210;180;182;111;19470;27760;16340;19230;
1408022;"Jabłonna (2)";53;53;46;49;12330;13030;7340;8870;
1408032;"Nieporęt (2)";56;46;121;102;6445;5710;6975;5662;
1408043;"Serock (3)";100;125;152;233;18370;25220;20947;25333;
1408052;"Wieliszew (2)";33;32;37;37;5030;3430;11280;10550;
1409033;"Lipsko (3)";91;0;76;89;24500;0;19550;21600;
1409052;"Sienno (2)";15;17;40;18;2420;2540;3006;6361;
1409062;"Solec nad Wisłą (2)";158;14;12;10;5500;4695;3710;2175;
1410023;"Łosice (3)";102;121;130;199;23340;20764;19915;11150;
1410042;"Platerów (2)";21;23;26;23;1240;1400;1650;1575;
1410052;"Sarnaki (2)";11;17;27;36;1570;1400;1570;4060;
1411011;"Maków Mazowiecki (1)";19;38;77;116;1990;6410;16259;30636;
1411022;"Czerwonka (2)";20;12;15;11;1870;620;1150;1175;
1411032;"Karniewo (2)";31;47;40;43;4555;5625;6680;6440;
1411042;"Krasnosielc (2)";21;23;26;27;3680;3160;2000;2000;
1411062;"Płoniawy-Bramura (2)";54;39;39;42;3940;2167;2677;3253;
1411073;"Różan (3)";83;58;73;62;7628;7624;4984;5409;
1411082;"Rzewnie (2)";0;2;1;25;0;36;200;1050;
1411092;"Sypniewo (2)";37;27;27;28;4105;3420;2005;2600;
1411102;"Szelków (2)";29;54;53;35;2080;2590;2670;2350;
1412011;"Mińsk Mazowiecki (1)";176;164;162;160;66634;66981;35363;27364;
1412052;"Dębe Wielkie (2)";0;32;37;21;0;4380;4730;2100;
1412062;"Dobre (2)";6;7;5;4;473;752;406;1210;
1412073;"Halinów (3)";43;16;33;17;6000;5800;7250;440;
1412093;"Kałuszyn (3)";28;22;23;21;2410;1980;1800;1800;
1412123;"Mrozy (3)";33;42;49;55;5715;6125;8277;8334;
1412142;"Stanisławów (2)";35;44;0;46;1558;1969;0;2107;
1412151;"Sulejówek (1)";28;43;21;33;938;2136;274;1030;
1413011;"Mława (1)";67;67;73;61;51620;82410;58392;27539;
1413032;"Lipowiec Kościelny (2)";56;51;52;50;5495;4790;4310;4860;
1413042;"Radzanów (2)";34;54;61;70;2000;2490;1820;3120;
1413052;"Strzegowo (2)";154;154;103;123;5690;5760;4796;6840;
1413072;"Szreńsk (2)";27;18;17;19;3785;2924;2820;3305;
1414011;"Nowy Dwór Mazowiecki (1)";226;195;197;197;29558;32464;37925;33803;
1414043;"Nasielsk (3)";43;42;53;50;8610;4650;5742;2710;
1414052;"Pomiechówek (2)";13;0;106;3;830;0;3230;460;
1414063;"Zakroczym (3)";27;39;45;39;1080;1460;1870;1940;
1415012;"Baranowo (2)";15;15;15;15;4700;4700;4800;4800;
1415032;"Czerwin (2)";13;14;14;5;2200;2330;2470;310;
1415042;"Goworowo (2)";39;23;25;29;10901;6010;6820;7340;
1415052;"Kadzidło (2)";152;152;103;119;54200;52200;43200;42200;
1415062;"Lelis (2)";50;35;47;49;16720;7980;11500;11050;
1415072;"Łyse (2)";29;29;29;30;15600;17370;17370;14780;
1415083;"Myszyniec (3)";80;90;60;43;60819;39336;39367;35528;
1415092;"Olszewo-Borki (2)";0;0;0;18;0;0;0;4100;
1415112;"Troszyn (2)";23;26;30;30;2020;1285;1170;1140;
1416011;"Ostrów Mazowiecka (1)";165;60;63;118;19681;6935;27369;26497;
1416032;"Boguty-Pianki (2)";29;27;33;32;3290;2840;3290;3990;
1416052;"Małkinia Górna (2)";39;43;34;42;32870;22960;27010;27255;
1417011;"Józefów (1)";377;479;488;565;51795;53022;63813;67389;
1417021;"Otwock (1)";336;606;350;328;26218;54564;22153;23253;
1417032;"Celestynów (2)";85;85;48;49;9321;9563;9666;9033;
1417043;"Karczew (3)";86;69;76;73;23221;10260;10235;11149;
1417082;"Wiązowna (2)";71;47;75;55;4740;7964;12068;3450;
1418013;"Góra Kalwaria (3)";105;95;86;87;7100;23353;36390;35774;
1418023;"Konstancin-Jeziorna (3)";222;216;226;148;39244;41783;39850;26632;
1418032;"Lesznowola (2)";168;96;109;61;9400;8485;9300;4050;
1418043;"Piaseczno (3)";407;442;483;476;75822;71224;73827;71857;
1418063;"Tarczyn (3)";154;178;199;213;14360;16460;14880;16955;
1419012;"Bielsk (2)";0;72;94;121;0;4450;5280;5590;
1419022;"Bodzanów (2)";28;42;52;0;2075;2650;3670;0;
1419053;"Drobin (3)";0;0;4;1;0;0;2400;499;
1419063;"Gąbin (3)";17;18;18;18;2120;16800;16800;16800;
1419072;"Łąck (2)";46;50;53;53;1400;1420;1310;1240;
1419082;"Mała Wieś (2)";19;16;18;14;1670;960;930;610;
1419092;"Nowy Duninów (2)";8;9;9;11;485;458;435;405;
1419102;"Radzanowo (2)";37;24;46;47;4710;3420;4820;2820;
1419122;"Słupno (2)";30;28;19;8;4715;4889;4850;4660;
1419132;"Stara Biała (2)";42;40;23;21;11500;12000;8200;7100;
1419142;"Staroźreby (2)";11;10;11;16;960;910;855;465;
1419153;"Wyszogród (3)";40;42;31;30;20780;17585;6900;5800;
1420011;"Płońsk (1)";317;351;356;337;24700;29150;36150;37900;
1420021;"Raciąż (1)";247;46;44;46;12293;20751;19935;17210;
1420082;"Nowe Miasto (2)";16;19;20;18;2870;2680;3090;3000;
1420112;"Sochocin (2)";75;91;85;60;11500;6040;5500;5190;
1421011;"Piastów (1)";63;46;57;61;24400;15925;18090;22380;
1421021;"Pruszków (1)";197;216;150;166;20273;20904;17668;19229;
1421033;"Brwinów (3)";80;125;107;112;7210;9410;10195;6676;
1421052;"Nadarzyn (2)";84;91;66;62;13597;12420;9200;5277;
1421062;"Raszyn (2)";148;128;148;152;21046;16801;17480;23179;
1422011;"Przasnysz (1)";298;295;215;235;12319;14263;13092;10643;
