"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2019;[zł]";
1420062;"Joniec (2)";3385,82;3715,10;4451,21;4481,60;
1420072;"Naruszewo (2)";3642,29;5379,98;4824,93;4815,34;
1420082;"Nowe Miasto (2)";3880,69;4009,84;4655,36;6225,07;
1420092;"Płońsk (2)";3431,67;3834,85;4784,87;4626,04;
1420102;"Raciąż (2)";3755,44;3933,29;4587,92;4519,37;
1420112;"Sochocin (2)";3759,04;4277,36;4514,90;4590,02;
1420122;"Załuski (2)";4006,59;4944,56;6633,03;5011,62;
1421011;"Piastów (1)";3904,21;4528,24;5861,71;6197,91;
1421021;"Pruszków (1)";4108,59;4695,26;5568,34;5845,55;
1421033;"Brwinów (3)";4403,48;5013,60;5375,91;6496,81;
1421042;"Michałowice (2)";5744,87;6858,44;7888,83;8123,95;
1421052;"Nadarzyn (2)";7454,69;8197,86;9843,57;9613,84;
1421062;"Raszyn (2)";4405,42;6028,42;7338,24;6714,91;
1422011;"Przasnysz (1)";3893,42;4125,87;4136,90;5041,05;
1422023;"Chorzele (3)";4113,72;4703,13;6128,92;6191,09;
1422032;"Czernice Borowe (2)";3696,52;4118,10;4307,88;4560,65;
1422042;"Jednorożec (2)";4373,22;4540,71;5409,69;5635,46;
1422052;"Krasne (2)";4051,94;5518,28;5693,36;5239,70;
1422062;"Krzynowłoga Mała (2)";4420,29;4838,60;5079,14;5572,70;
1422072;"Przasnysz (2)";3763,82;4444,77;5448,68;4636,59;
1423012;"Borkowice (2)";3629,19;4102,18;4357,00;4607,73;
1423022;"Gielniów (2)";3382,76;3498,90;3815,64;4314,31;
1423032;"Klwów (2)";3822,18;5135,34;5363,93;5197,83;
1423042;"Odrzywół (2)";3483,65;4268,94;5503,69;4906,16;
1423052;"Potworów (2)";4074,10;5255,55;5797,37;5614,94;
1423063;"Przysucha (3)";2847,58;3223,00;3689,96;4080,32;
1423072;"Rusinów (2)";3567,87;3970,43;4242,91;4519,25;
1423082;"Wieniawa (2)";3613,26;4908,38;5745,77;5439,59;
1424012;"Gzy (2)";3521,44;3884,15;4847,95;4420,69;
1424022;"Obryte (2)";3744,24;4309,00;5043,10;4703,31;
1424032;"Pokrzywnica (2)";4000,41;4338,50;4735,72;5203,41;
1424043;"Pułtusk (3)";3737,32;4329,48;4993,83;5763,75;
1424052;"Świercze (2)";3885,75;4480,78;4302,31;5076,76;
1424062;"Winnica (2)";4448,71;5399,20;4731,48;5826,09;
1424072;"Zatory (2)";4287,45;5426,13;4858,28;5727,84;
1425011;"Pionki (1)";3276,55;3884,19;4163,12;4378,47;
1425022;"Gózd (2)";3961,50;4343,73;5104,38;5301,90;
1425033;"Iłża (3)";3766,68;4283,24;4244,12;4529,93;
1425042;"Jastrzębia (2)";3949,45;4699,03;5205,10;5510,53;
1425052;"Jedlińsk (2)";3701,34;4159,51;4632,23;4847,23;
1425062;"Jedlnia-Letnisko (2)";3630,12;3843,86;4137,98;4620,42;
1425072;"Kowala (2)";3445,80;3921,97;4294,46;4688,96;
1425082;"Pionki (2)";3460,93;4059,50;4202,39;4662,59;
1425092;"Przytyk (2)";3936,94;4409,87;5175,87;4657,71;
1425103;"Skaryszew (3)";3801,78;4413,70;4550,40;5053,31;
1425112;"Wierzbica (2)";4018,05;4660,39;5049,64;5046,11;
1425122;"Wolanów (2)";3776,76;4396,05;4460,39;5447,04;
1425132;"Zakrzew (2)";3874,72;4450,23;4659,66;4783,59;
1426012;"Domanice (2)";4353,81;4988,34;5019,02;5377,90;
1426022;"Korczew (2)";3507,65;4597,25;4179,06;5027,19;
1426032;"Kotuń (2)";3625,92;4106,06;4476,12;4907,72;
1426042;"Mokobody (2)";3839,16;4218,76;4729,30;4499,20;
1426053;"Mordy (3)";3518,60;4312,80;5095,38;4350,28;
1426062;"Paprotnia (2)";3856,25;4531,86;4401,90;5275,22;
1426072;"Przesmyki (2)";3328,51;3512,42;4171,13;4203,50;
1426082;"Siedlce (2)";3682,94;4157,50;4994,94;5258,85;
1426092;"Skórzec (2)";3957,06;4524,39;5181,51;4995,40;
1426102;"Suchożebry (2)";3808,86;4559,58;5917,58;5415,09;
1426112;"Wiśniew (2)";3771,90;4150,43;4903,06;5475,58;
1426122;"Wodynie (2)";4112,28;4629,41;5005,59;5159,82;
1426132;"Zbuczyn (2)";4035,78;4543,78;5150,99;5543,19;
1427011;"Sierpc (1)";3595,81;3670,45;4205,91;4413,07;
1427022;"Gozdowo (2)";4235,41;4734,31;5233,74;5147,66;
1427032;"Mochowo (2)";4416,17;5015,58;5996,22;5607,37;
1427042;"Rościszewo (2)";3826,48;4582,40;5624,97;5068,20;
1427052;"Sierpc (2)";3937,97;4316,82;4537,39;4828,13;
1427062;"Szczutowo (2)";3998,12;4913,03;4911,56;5515,37;
1427072;"Zawidz (2)";4383,84;5127,57;5362,17;5609,43;
1428011;"Sochaczew (1)";3727,24;4149,51;4820,97;5050,17;
1428022;"Brochów (2)";3933,90;4464,14;4975,92;5716,15;
1428032;"Iłów (2)";4213,74;4694,83;6112,30;4975,96;
1428042;"Młodzieszyn (2)";3597,51;4045,84;5154,78;4612,42;
1428052;"Nowa Sucha (2)";3934,92;4571,09;4770,73;6109,54;
1428062;"Rybno (2)";3927,09;4186,94;4781,81;5111,61;
1428072;"Sochaczew (2)";4108,83;4177,70;4967,31;5722,51;
1428082;"Teresin (2)";4478,04;4730,31;6113,37;5559,44;
1429011;"Sokołów Podlaski (1)";3981,73;4380,07;4816,35;5633,26;
1429022;"Bielany (2)";3846,72;4326,94;6456,46;6771,00;
1429032;"Ceranów (2)";5132,16;3729,09;3969,52;4142,53;
1429042;"Jabłonna Lacka (2)";3059,14;3743,49;4330,62;4337,08;
1429053;"Kosów Lacki (3)";3540,36;3799,70;4409,20;4548,03;
1429062;"Repki (2)";3471,06;3994,76;4362,59;4734,58;
1429072;"Sabnie (2)";3667,60;3990,72;4351,67;4301,44;
1429082;"Sokołów Podlaski (2)";3101,36;3610,00;4046,69;4059,39;
1429092;"Sterdyń (2)";2946,11;4339,66;4172,33;4101,26;
1430012;"Chlewiska (2)";3773,50;3937,47;4554,52;4334,29;
1430022;"Jastrząb (2)";4062,70;4641,18;6074,13;6062,74;
1430032;"Mirów (2)";4256,85;4769,09;6458,44;5131,75;
1430042;"Orońsko (2)";3761,39;3979,57;4560,99;4785,64;
1430053;"Szydłowiec (3)";3298,82;3743,30;4078,07;4472,24;
1432013;"Błonie (3)";4809,29;5217,99;6370,24;6954,98;
1432022;"Izabelin (2)";4640,09;5188,55;6686,35;6691,71;
1432032;"Kampinos (2)";5089,38;5618,08;7197,97;7015,90;
1432042;"Leszno (2)";4835,35;5240,99;5492,70;5863,73;
1432053;"Łomianki (3)";5055,19;5962,55;5937,65;6725,10;
1432063;"Ożarów Mazowiecki (3)";6548,23;7513,90;8102,48;9069,34;
1432072;"Stare Babice (2)";5806,25;6569,92;7068,13;7877,79;
1433011;"Węgrów (1)";3967,58;4447,24;5463,10;5288,48;
1433022;"Grębków (2)";3653,49;4226,66;4535,57;4616,77;
1433032;"Korytnica (2)";3808,07;4837,25;5752,18;5270,42;
1433042;"Liw (2)";3744,54;4083,23;4127,41;5738,71;
1433053;"Łochów (3)";3816,22;4509,89;5205,53;5570,41;
1433062;"Miedzna (2)";3502,35;3614,83;3878,60;5296,63;
1433072;"Sadowne (2)";3585,62;4272,35;5252,54;5290,01;
1433082;"Stoczek (2)";3824,36;4492,97;4458,01;6561,10;
1433092;"Wierzbno (2)";3487,06;3573,34;3776,90;5443,66;
1434011;"Kobyłka (1)";4031,68;4458,49;5606,40;5797,61;
1434021;"Marki (1)";4046,19;5060,94;5584,48;6345,04;
1434031;"Ząbki (1)";4006,41;4274,84;5040,19;6392,93;
1434041;"Zielonka (1)";3841,33;4576,58;5623,09;5413,39;
1434052;"Dąbrówka (2)";4548,32;5565,12;6078,26;5707,65;
1434062;"Jadów (2)";3514,71;4378,64;4305,89;5366,81;
1434072;"Klembów (2)";4400,91;4920,52;5371,89;6439,68;
1434082;"Poświętne (2)";3933,39;4618,76;5150,99;4800,80;
1434093;"Radzymin (3)";4354,92;5075,90;5879,33;6417,42;
1434102;"Strachówka (2)";4289,18;5214,87;6324,43;6346,42;
1434113;"Tłuszcz (3)";3368,49;4323,89;4550,16;5627,20;
1434123;"Wołomin (3)";3912,34;4254,22;4592,24;5455,88;
1435012;"Brańszczyk (2)";3534,76;3949,16;4360,19;5189,99;
1435022;"Długosiodło (2)";4314,73;4591,02;5659,24;7028,28;
1435032;"Rząśnik (2)";4268,67;4685,55;4741,29;5428,44;
1435042;"Somianka (2)";3936,44;4141,32;5525,17;6837,12;
1435053;"Wyszków (3)";3697,20;4181,41;5175,39;4825,54;
1435062;"Zabrodzie (2)";3965,84;4441,79;4749,52;5459,19;
1436012;"Kazanów (2)";4059,10;4986,89;5370,62;5327,32;
1436022;"Policzna (2)";3484,13;4278,99;5071,39;4864,47;
1436032;"Przyłęk (2)";3915,32;4362,11;4592,95;5145,55;
1436042;"Tczów (2)";4143,10;4867,59;4565,98;5123,59;
1436053;"Zwoleń (3)";3533,96;4167,55;4422,12;4201,95;
1437013;"Bieżuń (3)";3663,84;3943,22;4194,81;4676,92;
1437022;"Kuczbork-Osada (2)";3835,41;4321,15;5039,43;4375,43;
1437033;"Lubowidz (3)";;;;5180,57;
1437042;"Lutocin (2)";3923,10;4159,54;4425,35;4528,82;
1437052;"Siemiątkowo (2)";4788,71;4664,67;5169,13;5378,51;
1437063;"Żuromin (3)";3309,37;4066,66;4013,12;4194,36;
1438011;"Żyrardów (1)";3573,89;4379,84;5952,89;5581,63;
1438023;"Mszczonów (3)";5049,48;5514,56;7020,92;7098,12;
1438032;"Puszcza Mariańska (2)";3343,63;3614,03;4136,07;5136,79;
1438042;"Radziejowice (2)";4630,84;5383,62;8355,24;8131,99;
1438052;"Wiskitki (2)";3450,24;3717,59;5141,34;5478,36;
1461011;"Ostrołęka (1)";5576,33;6099,64;6924,41;7497,65;
1462011;"Płock (1)";6732,85;7753,93;9341,57;9050,18;
1463011;"Radom (1)";5045,19;5376,18;5793,54;6787,92;
1464011;"Siedlce (1)";5568,66;6121,09;6806,81;6570,39;
1465011;"M.st.Warszawa od 2002 (1)";7884,78;8686,25;9393,61;10494,48;
1601011;"Brzeg (1)";3455,77;3895,00;4907,69;5228,45;
1601022;"Skarbimierz (2)";3884,63;4743,42;6796,20;5697,06;
1601033;"Grodków (3)";3389,20;3724,32;4506,81;4936,34;
1601043;"Lewin Brzeski (3)";3261,95;3709,06;4280,34;4386,44;
1601052;"Lubsza (2)";2770,87;3133,97;4207,26;4026,56;
1601062;"Olszanka (2)";3435,06;4499,00;4656,59;4354,58;
1602013;"Baborów (3)";3353,90;4055,61;4351,25;4363,85;
1602022;"Branice (2)";3216,46;4415,42;5120,67;5117,11;
1602033;"Głubczyce (3)";3469,89;4078,98;4215,47;4677,95;
1602043;"Kietrz (3)";3340,96;3660,50;3871,85;4367,37;
1603011;"Kędzierzyn-Koźle (1)";3918,67;4422,77;4978,39;5526,81;
1603022;"Bierawa (2)";4183,92;4299,16;4347,01;4348,62;
1603032;"Cisek (2)";3025,98;3461,37;3721,04;4507,26;
1603042;"Pawłowiczki (2)";2951,87;3532,48;3619,75;4344,99;
1603052;"Polska Cerekiew (2)";3371,30;3622,43;4070,68;5120,52;
1603062;"Reńska Wieś (2)";3214,67;3098,05;3769,68;4319,53;
1604013;"Byczyna (3)";4013,97;4596,82;9172,47;5467,52;
1604023;"Kluczbork (3)";3322,26;3718,50;4075,09;4798,54;
1604032;"Lasowice Wielkie (2)";3403,85;3575,33;4039,80;4184,88;
1604043;"Wołczyn (3)";3239,78;3574,54;3966,53;4405,72;
1605013;"Gogolin (3)";4617,80;5537,47;5933,78;5668,36;
1605023;"Krapkowice (3)";3285,11;3669,81;3956,41;4488,61;
1605032;"Strzeleczki (2)";3177,14;3510,34;3797,21;4372,25;
1605042;"Walce (2)";2972,21;3156,28;3969,17;4854,77;
1605053;"Zdzieszowice (3)";3170,28;3494,41;3656,19;4166,35;
1606012;"Domaszowice (2)";3328,79;3695,79;4393,99;4706,89;
1606023;"Namysłów (3)";3469,07;3936,46;4498,22;4675,90;
1606032;"Pokój (2)";3529,78;4352,15;3963,73;4312,66;
1606042;"Świerczów (2)";3474,99;3970,55;3977,75;4783,32;
1606052;"Wilków (2)";4140,91;5009,80;5303,69;5704,31;
1607013;"Głuchołazy (3)";3490,75;3701,35;4177,26;4674,08;
1607022;"Kamiennik (2)";4383,79;4662,81;4987,26;5188,63;
1607033;"Korfantów (3)";3309,62;3662,37;4074,37;5221,21;
1607042;"Łambinowice (2)";3427,89;3980,03;4019,75;4516,12;
1607053;"Nysa (3)";3335,20;3670,79;4085,95;5192,14;
1607063;"Otmuchów (3)";3368,95;3906,82;5433,69;5540,80;
1607073;"Paczków (3)";3261,81;3698,45;4694,99;5033,35;
1607082;"Pakosławice (2)";3500,07;4020,68;4587,59;4513,50;
1607092;"Skoroszyce (2)";3097,33;3510,20;4773,15;4500,95;
1608013;"Dobrodzień (3)";3617,41;3796,93;4678,47;4874,72;
1608023;"Gorzów Śląski (3)";3272,98;3374,37;3656,84;3985,41;
1608033;"Olesno (3)";3344,40;3676,45;4172,76;4856,60;
1608043;"Praszka (3)";3072,68;3489,33;3768,01;4546,02;
1608052;"Radłów (2)";3457,89;3872,20;3958,55;4657,50;
1608062;"Rudniki (2)";3295,52;3731,65;4469,93;4658,56;
1608072;"Zębowice (2)";3155,44;3498,46;4046,29;4400,49;
1609012;"Chrząstowice (2)";2910,85;3259,71;3850,19;4924,36;
1609022;"Dąbrowa (2)";2971,98;3458,12;3825,69;4535,78;
1609032;"Dobrzeń Wielki (2)";5908,22;5091,44;5523,12;5932,90;
1609042;"Komprachcice (2)";2767,24;3021,44;3851,65;3878,55;
1609052;"Łubniany (2)";3022,20;3396,03;4162,28;4676,57;
1609062;"Murów (2)";3014,72;3388,43;4193,35;4862,64;
1609073;"Niemodlin (3)";3559,55;4084,61;4707,86;4780,65;
1609083;"Ozimek (3)";2891,04;3140,49;3368,41;3709,53;
1609092;"Popielów (2)";2999,78;3910,67;4593,81;4070,29;
1609103;"Prószków (3)";3084,43;3551,26;3973,58;5207,30;
1609112;"Tarnów Opolski (2)";2946,03;3552,39;3686,96;4208,44;
1609123;"Tułowice (3)";;;3738,61;4438,32;
1609132;"Turawa (2)";3357,30;3710,02;4174,83;4047,09;
1610013;"Biała (3)";3239,14;3809,57;4628,13;5257,51;
1610023;"Głogówek (3)";3351,17;3597,33;4532,46;4581,72;
1610032;"Lubrza (2)";3260,31;3786,79;4915,13;4888,82;
1610043;"Prudnik (3)";3455,12;3718,85;4520,50;4928,83;
1611012;"Izbicko (2)";3062,27;3372,08;3787,04;5272,97;
1611022;"Jemielnica (2)";2868,51;3524,64;3638,44;3685,02;
1611033;"Kolonowskie (3)";3073,54;3183,78;3738,82;3871,50;
1611043;"Leśnica (3)";3331,73;3544,61;4315,54;5481,33;
1611053;"Strzelce Opolskie (3)";3401,36;3856,08;4298,54;4845,78;
1611063;"Ujazd (3)";3459,95;4603,11;7035,38;6022,39;
1611073;"Zawadzkie (3)";2974,35;3253,64;3096,81;3638,10;
1661011;"Opole (1)";6110,10;6678,31;7972,88;9214,96;
1801032;"Czarna (2)";3534,53;3887,22;4213,03;5381,96;
1801052;"Lutowiska (2)";4561,27;4937,56;5831,44;5834,22;
1801083;"Ustrzyki Dolne (3)";3790,22;4458,21;5110,21;5718,26;
1802013;"Brzozów (3)";3609,94;4167,03;4442,86;4416,92;
1802022;"Domaradz (2)";3632,46;4108,52;4599,28;4660,13;
1802032;"Dydnia (2)";3813,02;4071,29;5588,57;5089,31;
1802042;"Haczów (2)";3473,62;3970,59;4323,42;4593,45;
1802052;"Jasienica Rosielna (2)";3864,96;4272,86;6839,14;6635,13;
1802062;"Nozdrzec (2)";3673,96;4013,32;4394,37;4373,82;
1803011;"Dębica (1)";3426,81;3991,79;4643,64;5409,85;
1803023;"Brzostek (3)";4090,44;4351,92;4819,84;5552,13;
1803032;"Czarna (2)";3595,26;3969,96;5355,76;4608,19;
1803042;"Dębica (2)";3760,68;4028,03;4809,43;4599,54;
1803052;"Jodłowa (2)";3754,48;4637,97;4869,95;7307,24;
1803063;"Pilzno (3)";3629,67;4140,80;4932,63;4899,81;
1803072;"Żyraków (2)";3457,10;4290,50;4348,62;5779,78;
1804011;"Jarosław (1)";3489,36;4037,15;4491,16;4867,98;
1804021;"Radymno (1)";3585,32;3947,63;6184,09;4819,99;
1804032;"Chłopice (2)";3405,17;3781,44;3961,31;4130,14;
1804042;"Jarosław (2)";3078,82;3580,65;4050,28;4304,37;
1804052;"Laszki (2)";3614,96;4145,94;5309,55;4558,52;
1804062;"Pawłosiów (2)";3044,71;3564,21;3867,81;3894,53;
1804073;"Pruchnik (3)";3983,34;4662,70;6294,35;5262,75;
1804082;"Radymno (2)";3253,65;4254,48;4405,66;4979,76;
1804092;"Rokietnica (2)";3678,41;4148,67;4633,96;5300,16;
1804102;"Roźwienica (2)";3874,81;3977,39;4304,99;4864,60;
1804112;"Wiązownica (2)";3725,64;4014,55;4440,10;4338,99;
1805011;"Jasło (1)";3870,24;4680,92;4290,79;5013,34;
1805022;"Brzyska (2)";3710,14;4220,95;4609,18;4336,26;
1805032;"Dębowiec (2)";3489,06;4018,18;4372,06;4590,44;
1805042;"Jasło (2)";3035,32;3511,36;4053,76;3737,40;
1805053;"Kołaczyce (3)";4010,21;4393,28;4980,75;4595,98;
1805062;"Krempna (2)";4125,86;4844,58;5741,73;4671,29;
1805072;"Nowy Żmigród (2)";3736,29;4316,79;5078,40;4498,63;
1805082;"Osiek Jasielski (2)";3303,92;3674,04;4223,80;4287,32;
1805092;"Skołyszyn (2)";3536,50;3807,94;4896,59;4430,85;
1805112;"Tarnowiec (2)";3310,59;3773,55;4562,17;4432,49;
1806012;"Cmolas (2)";3585,97;3838,32;4423,51;4425,30;
1806023;"Kolbuszowa (3)";3445,48;3846,87;4391,14;4978,85;
1806032;"Majdan Królewski (2)";4143,23;4196,60;4140,59;4332,76;
1806042;"Niwiska (2)";4075,15;4593,73;5303,82;5330,75;
1806052;"Raniżów (2)";3487,65;4027,43;4837,06;4673,64;
1806062;"Dzikowiec (2)";3632,89;4240,38;5360,79;4872,34;
1807012;"Chorkówka (2)";3539,95;4089,29;4591,10;5793,08;
1807023;"Dukla (3)";3779,46;4599,81;4567,12;4946,38;
1807033;"Iwonicz-Zdrój (3)";3695,34;3972,89;4303,50;5013,72;
1807043;"Jedlicze (3)";3123,00;3686,32;4238,88;4237,65;
1807052;"Korczyna (2)";3593,47;4119,98;4246,08;4688,00;
1807062;"Krościenko Wyżne (2)";3249,99;3681,50;4030,35;4147,20;
1807072;"Miejsce Piastowe (2)";3210,48;3646,54;3913,99;5222,27;
1807083;"Rymanów (3)";3682,85;4578,24;5217,65;6060,32;
1807092;"Wojaszówka (2)";3281,67;4051,83;5215,02;5251,54;
1807102;"Jaśliska (2)";4087,45;4846,16;6327,47;6043,50;
1808011;"Leżajsk (1)";3044,91;3514,77;3664,15;4768,37;
1808022;"Grodzisko Dolne (2)";3192,13;4716,49;5171,47;5526,49;
1808032;"Kuryłówka (2)";3949,54;4277,97;4577,35;4645,38;
1808042;"Leżajsk (2)";3537,05;4115,55;5085,74;5140,64;
1808053;"Nowa Sarzyna (3)";3452,01;4066,67;4397,20;5118,24;
1809011;"Lubaczów (1)";3616,69;4124,41;4532,15;5203,22;
1809023;"Cieszanów (3)";3666,62;4605,76;5363,93;5171,56;
1809032;"Horyniec-Zdrój (2)";4267,29;4813,23;4799,13;7229,15;
1809042;"Lubaczów (2)";3603,15;4832,18;5417,64;6356,01;
1809053;"Narol (3)";3902,56;4098,49;4652,02;6120,55;
1809063;"Oleszyce (3)";3731,07;4316,82;4984,09;6110,66;
1809072;"Stary Dzików (2)";3902,01;6057,77;5650,77;5060,06;
1809082;"Wielkie Oczy (2)";3756,22;5172,57;5254,68;4979,34;
1810011;"Łańcut (1)";4041,31;4505,56;4734,66;4739,52;
1810022;"Białobrzegi (2)";3726,20;4067,16;4478,08;4458,45;
1810032;"Czarna (2)";3871,66;4558,39;5486,33;5187,86;
1810042;"Łańcut (2)";3370,03;4430,60;4318,85;4581,05;
1810052;"Markowa (2)";3719,44;3989,72;4606,78;4831,85;
1810062;"Rakszawa (2)";4008,62;4363,65;4301,92;5220,93;
1810072;"Żołynia (2)";3647,54;3939,73;4394,78;4947,88;
1811011;"Mielec (1)";3805,77;4582,43;5270,67;5199,20;
1811022;"Borowa (2)";3106,63;3680,19;3575,50;5034,73;
1811032;"Czermin (2)";3264,54;3695,33;4131,48;6998,40;
1811042;"Gawłuszowice (2)";3387,55;3677,14;3890,27;4922,70;
1811052;"Mielec (2)";3289,14;3669,35;3931,21;4606,35;
1811062;"Padew Narodowa (2)";3483,67;4311,90;6517,52;6864,30;
1811073;"Przecław (3)";3881,42;4427,77;4873,83;4957,85;
1811083;"Radomyśl Wielki (3)";3776,64;4268,96;5036,25;5720,51;
1811092;"Tuszów Narodowy (2)";3514,21;4341,61;4743,85;5013,73;
1811102;"Wadowice Górne (2)";3505,82;3826,40;4303,49;6160,96;
1812012;"Harasiuki (2)";3500,81;3843,13;4094,43;5098,41;
1812022;"Jarocin (2)";3515,23;4065,44;4268,00;4518,73;
1812032;"Jeżowe (2)";4205,51;4809,70;5010,46;6795,32;
1812042;"Krzeszów (2)";3916,09;3914,10;4961,88;6838,02;
1812053;"Nisko (3)";3245,47;3727,23;4114,64;5028,24;
1812063;"Rudnik nad Sanem (3)";2946,81;4034,73;5039,18;4076,60;
1812073;"Ulanów (3)";3040,80;3467,80;5030,06;5040,42;
1813012;"Bircza (2)";4126,13;4848,60;5189,78;4963,21;
1813022;"Dubiecko (2)";4027,68;4140,80;4769,15;4971,31;
1813032;"Fredropol (2)";4019,69;4247,51;4324,10;4454,44;
1813042;"Krasiczyn (2)";3519,57;4038,69;4201,22;4726,27;
1813052;"Krzywcza (2)";3524,00;3828,98;4607,73;4738,27;
1813062;"Medyka (2)";4021,76;4720,96;4758,97;4523,22;
1813072;"Orły (2)";3766,32;4198,53;4796,17;4775,08;
1813082;"Przemyśl (2)";3411,99;3792,39;4328,94;4563,81;
1813092;"Stubno (2)";3967,87;4882,33;4427,68;4986,46;
1813102;"Żurawica (2)";3455,18;3896,43;4376,54;4423,87;
1814011;"Przeworsk (1)";3534,51;3944,37;4570,31;4868,57;
1814022;"Adamówka (2)";3659,97;5238,62;5457,19;6628,38;
1814032;"Gać (2)";3787,46;5774,13;4608,98;5442,47;
1814042;"Jawornik Polski (2)";3960,68;5029,67;7072,98;6342,91;
1814053;"Kańczuga (3)";3397,80;4091,92;4015,94;4686,05;
1814062;"Przeworsk (2)";3141,45;3695,17;4193,37;4533,89;
1814073;"Sieniawa (3)";4270,61;5955,53;6691,14;5194,53;
1814082;"Tryńcza (2)";3382,99;3846,45;4838,62;4918,23;
1814092;"Zarzecze (2)";3747,89;4449,75;4618,77;6035,20;
1815012;"Iwierzyce (2)";3572,52;4213,13;4834,20;4846,46;
1815022;"Ostrów (2)";7213,10;7076,27;8685,97;9629,12;
1815033;"Ropczyce (3)";3480,42;4306,88;4387,58;5577,88;
1815043;"Sędziszów Małopolski (3)";3673,15;4271,69;4409,74;4639,11;
1815052;"Wielopole Skrzyńskie (2)";4494,24;5109,68;6937,67;7034,62;
1816011;"Dynów (1)";3775,05;4151,52;5327,32;5589,28;
1816023;"Błażowa (3)";3568,17;3957,44;4838,94;4862,20;
1816033;"Boguchwała (3)";3371,24;4334,54;4840,37;4941,70;
1816042;"Chmielnik (2)";3309,94;4559,03;5630,57;4773,58;
1816052;"Dynów (2)";3553,27;3975,78;4436,46;4636,88;
1816063;"Głogów Małopolski (3)";3521,16;4167,22;6276,43;6308,75;
1816072;"Hyżne (2)";3675,82;4019,36;5366,18;4687,89;
1816082;"Kamień (2)";4267,22;5582,58;6952,78;5185,28;
1816092;"Krasne (2)";3936,48;4804,34;5389,33;5019,34;
1816102;"Lubenia (2)";3269,30;4195,86;4355,88;4605,76;
1816113;"Sokołów Małopolski (3)";3994,66;4414,43;5075,23;6236,17;
1816122;"Świlcza (2)";3111,06;3845,67;4840,57;4834,84;
1816132;"Trzebownisko (2)";3604,63;4286,15;6146,22;6037,35;
1816143;"Tyczyn (3)";3662,71;4543,12;4670,33;5363,74;
1817011;"Sanok (1)";3360,67;4079,13;5254,47;5365,69;
1817022;"Besko (2)";3607,98;4394,30;4946,63;5078,94;
1817032;"Bukowsko (2)";4229,25;4582,70;4978,81;5439,54;
1817042;"Komańcza (2)";3233,03;3565,04;3641,75;3879,21;
1817052;"Sanok (2)";3510,99;4061,06;4614,65;4909,51;
1817062;"Tyrawa Wołoska (2)";3889,86;4558,66;5149,91;5670,99;
1817073;"Zagórz (3)";3187,76;3937,67;4749,43;5748,41;
1817082;"Zarszyn (2)";3474,54;4275,11;4285,10;4525,84;
1818011;"Stalowa Wola (1)";3831,04;4758,04;6730,72;6032,45;
1818022;"Bojanów (2)";3792,22;4192,30;5164,24;5053,89;
1818032;"Pysznica (2)";2925,70;3499,04;3934,72;4230,64;
1818042;"Radomyśl nad Sanem (2)";3539,70;3864,12;4621,37;4364,70;
1818053;"Zaklików (3)";3674,91;4221,39;6167,49;4726,18;
1818062;"Zaleszany (2)";3210,97;3884,14;4619,36;6820,06;
1819012;"Czudec (2)";3715,22;3749,95;4836,71;4920,25;
1819022;"Frysztak (2)";3472,52;4219,23;4848,88;4917,06;
1819032;"Niebylec (2)";3478,16;4109,38;4411,10;5797,23;
1819043;"Strzyżów (3)";3463,19;3834,23;4765,79;4551,13;
1819052;"Wiśniowa (2)";3773,86;4260,89;4882,50;6412,60;
1820013;"Baranów Sandomierski (3)";3543,35;3705,27;4823,56;6107,17;
1820022;"Gorzyce (2)";3314,54;3725,84;4697,84;4728,14;
1820032;"Grębów (2)";3509,53;4307,22;4864,13;5679,39;
1820043;"Nowa Dęba (3)";3336,16;3743,84;4034,98;4419,92;
1821012;"Baligród (2)";3929,27;4616,12;4893,14;4882,03;
1821022;"Cisna (2)";5741,72;6116,64;7268,14;8945,43;
1821033;"Lesko (3)";3299,66;4018,71;4029,02;4715,05;
1821042;"Olszanica (2)";3149,80;3770,67;3994,69;7225,33;
1821052;"Solina (2)";5093,13;7387,64;7907,92;8287,02;
1861011;"Krosno (1)";5886,24;6539,84;7703,03;8364,68;
1862011;"Przemyśl (1)";5314,61;5773,61;6335,57;6409,51;
1863011;"Rzeszów (1)";5338,71;6337,00;7236,98;7864,32;
1864011;"Tarnobrzeg (1)";4769,12;5403,39;5600,19;6183,92;
2001011;"Augustów (1)";3405,63;4278,61;4457,92;5052,63;
2001022;"Augustów (2)";3598,88;4136,53;5071,26;5568,27;
2001032;"Bargłów Kościelny (2)";4116,44;4616,03;6317,51;4672,46;
2001043;"Lipsk (3)";3553,32;4086,84;4814,42;4712,24;
2001052;"Nowinka (2)";3558,74;4010,57;4436,46;4396,45;
2001062;"Płaska (2)";3767,05;4246,50;4397,86;6181,73;
2001072;"Sztabin (2)";3652,84;5067,55;4414,93;4117,24;
2002013;"Choroszcz (3)";2960,29;3553,67;5422,13;4769,30;
2002023;"Czarna Białostocka (3)";3162,14;3802,87;4909,05;4973,11;
2002032;"Dobrzyniewo Duże (2)";3357,45;4019,08;4789,95;5376,03;
2002042;"Gródek (2)";3825,04;4274,01;4726,05;5801,42;
