"Kod";"Nazwa";"ogółem;2019;[osoba]";
3025052;"Zaniemyśl (2)";102;
3026012;"Brodnica (2)";97;
3026023;"Dolsk (3)";100;
3026033;"Książ Wielkopolski (3)";98;
3026043;"Śrem (3)";106;
3027011;"Turek (1)";112;
3027022;"Brudzew (2)";104;
3027033;"Dobra (3)";102;
3027042;"Kawęczyn (2)";99;
3027052;"Malanów (2)";101;
3027062;"Przykona (2)";100;
3027073;"Tuliszków (3)";101;
3027082;"Turek (2)";99;
3027092;"Władysławów (2)";99;
3028011;"Wągrowiec (1)";108;
3028022;"Damasławek (2)";103;
3028033;"Gołańcz (3)";96;
3028042;"Mieścisko (2)";97;
3028053;"Skoki (3)";99;
3028062;"Wapno (2)";102;
3028072;"Wągrowiec (2)";97;
3029012;"Przemęt (2)";99;
3029022;"Siedlec (2)";103;
3029033;"Wolsztyn (3)";105;
3030012;"Kołaczkowo (2)";102;
3030023;"Miłosław (3)";101;
3030033;"Nekla (3)";102;
3030043;"Pyzdry (3)";102;
3030053;"Września (3)";107;
3031011;"Złotów (1)";109;
3031023;"Jastrowie (3)";101;
3031033;"Krajenka (3)";102;
3031042;"Lipka (2)";99;
3031053;"Okonek (3)";101;
3031062;"Tarnówka (2)";96;
3031072;"Zakrzewo (2)";98;
3031082;"Złotów (2)";96;
3061011;"Kalisz (1)";115;
3062011;"Konin (1)";112;
3063011;"Leszno (1)";109;
3064011;"Poznań (1)";114;
3201011;"Białogard (1)";109;
3201022;"Białogard (2)";94;
3201033;"Karlino (3)";102;
3201043;"Tychowo (3)";100;
3202012;"Bierzwnik (2)";96;
3202023;"Choszczno (3)";105;
3202033;"Drawno (3)";99;
3202042;"Krzęcin (2)";99;
3202053;"Pełczyce (3)";95;
3202063;"Recz (3)";99;
3203013;"Czaplinek (3)";103;
3203023;"Drawsko Pomorskie (3)";105;
3203033;"Kalisz Pomorski (3)";106;
3203052;"Wierzchowo (2)";97;
3203063;"Złocieniec (3)";105;
3204023;"Goleniów (3)";104;
3204033;"Maszewo (3)";99;
3204043;"Nowogard (3)";104;
3204052;"Osina (2)";95;
3204062;"Przybiernów (2)";98;
3204073;"Stepnica (3)";99;
3205012;"Brojce (2)";94;
3205023;"Gryfice (3)";105;
3205032;"Karnice (2)";100;
3205043;"Płoty (3)";101;
3205072;"Rewal (2)";106;
3205083;"Trzebiatów (3)";99;
3206012;"Banie (2)";99;
3206023;"Cedynia (3)";100;
3206033;"Chojna (3)";104;
3206043;"Gryfino (3)";105;
3206053;"Mieszkowice (3)";98;
3206063;"Moryń (3)";105;
3206072;"Stare Czarnowo (2)";94;
3206083;"Trzcińsko-Zdrój (3)";102;
3206092;"Widuchowa (2)";99;
3207013;"Dziwnów (3)";106;
3207023;"Golczewo (3)";99;
3207033;"Kamień Pomorski (3)";105;
3207043;"Międzyzdroje (3)";114;
3207052;"Świerzno (2)";101;
3207063;"Wolin (3)";102;
3208011;"Kołobrzeg (1)";113;
3208022;"Dygowo (2)";101;
3208033;"Gościno (3)";100;
3208042;"Kołobrzeg (2)";104;
3208052;"Rymań (2)";100;
3208062;"Siemyśl (2)";96;
3208072;"Ustronie Morskie (2)";110;
3209012;"Będzino (2)";102;
3209022;"Biesiekierz (2)";99;
3209033;"Bobolice (3)";98;
3209042;"Manowo (2)";100;
3209053;"Mielno (3)";106;
3209063;"Polanów (3)";98;
3209073;"Sianów (3)";103;
3209082;"Świeszyno (2)";100;
3210013;"Barlinek (3)";105;
3210022;"Boleszkowice (2)";96;
3210033;"Dębno (3)";104;
3210043;"Myślibórz (3)";105;
3210052;"Nowogródek Pomorski (2)";95;
3211012;"Dobra (Szczecińska) (2)";104;
3211022;"Kołbaskowo (2)";104;
3211033;"Nowe Warpno (3)";95;
3211043;"Police (3)";104;
3212012;"Bielice (2)";96;
3212022;"Kozielice (2)";98;
3212033;"Lipiany (3)";99;
3212042;"Przelewice (2)";95;
3212053;"Pyrzyce (3)";103;
3212062;"Warnice (2)";96;
3213011;"Darłowo (1)";108;
3213021;"Sławno (1)";109;
3213032;"Darłowo (2)";100;
3213042;"Malechowo (2)";100;
3213052;"Postomino (2)";100;
3213062;"Sławno (2)";99;
3214011;"Stargard (1)";108;
3214023;"Chociwel (3)";98;
3214033;"Dobrzany (3)";98;
3214042;"Dolice (2)";98;
3214053;"Ińsko (3)";101;
3214062;"Kobylanka (2)";102;
3214082;"Marianowo (2)";104;
3214092;"Stara Dąbrowa (2)";95;
3214102;"Stargard (2)";97;
3214113;"Suchań (3)";99;
3215011;"Szczecinek (1)";111;
3215023;"Barwice (3)";99;
3215033;"Biały Bór (3)";102;
3215043;"Borne Sulinowo (3)";105;
3215052;"Grzmiąca (2)";96;
3215062;"Szczecinek (2)";98;
3216011;"Świdwin (1)";107;
3216022;"Brzeżno (2)";96;
3216033;"Połczyn-Zdrój (3)";104;
3216042;"Rąbino (2)";93;
3216052;"Sławoborze (2)";100;
3216062;"Świdwin (2)";96;
3217011;"Wałcz (1)";110;
3217023;"Człopa (3)";102;
3217033;"Mirosławiec (3)";105;
3217043;"Tuczno (3)";101;
3217052;"Wałcz (2)";100;
3218013;"Dobra (3)";99;
3218023;"Łobez (3)";104;
3218032;"Radowo Małe (2)";98;
3218043;"Resko (3)";99;
3218053;"Węgorzyno (3)";98;
3261011;"Koszalin (1)";112;
3262011;"Szczecin (1)";111;
3263011;"Świnoujście (1)";108;
